Original Sentence,Cleaned Sentence,Predefined Topic,BERTopic Topic,Topic Probability
"MP:	Y ahí en Pecos, ¿ustedes nunca tuvieron problemas en cuanto a que no les quisieran vender algo que ustedes necesitaran, no sé, carne, azúcar o algo",mp ahí pecos ustedes nunca problemas cuanto quisieran vender ustedes necesitaran sé carne azúcar,Challenges and Discrimination / Discriminación y dificultades,165,0.24733195353182164
"FM:	No, ya no, no tenía problemas de… Yo arreglé permiso ahora hace poco",fm problemas arreglé permiso ahora hace,Challenges and Discrimination / Discriminación y dificultades,13,1.0
", fuimos en Garden City, como le digo, había una discriminación muy grande, y llegamos a una, una botica y vendían sodas y llegué yo y le dije que me vendiera cinco sodas, porque éranos cinco",garden city digo discriminación grande llegamos botica vendían sodas llegué dije vendiera cinco sodas éranos cinco,Challenges and Discrimination / Discriminación y dificultades,307,0.2891393104302558
"Y entonces le digo: “Bueno pos yo, yo le hago la lucha, si me la pagan bien y si no, también”",entonces digo bueno pos hago lucha si pagan bien si,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Pero todos lo demás, pos, estábamos bien y mi mamá fue muy luchadora en ese aspecto",demás pos bien mamá luchadora aspecto,Challenges and Discrimination / Discriminación y dificultades,31,1.0
"Aquí compra uno un pedacito, un terrenito y le hacen la lucha de ir haciéndole ahí poco a poquito",aquí compra pedacito terrenito hacen lucha ir haciéndole ahí poquito,Challenges and Discrimination / Discriminación y dificultades,27,1.0
"Le digo El Sargento, porque una vez estaban ahí y creían que no estaba yo y andaban ahí luchando él y otro hermano",digo sargento vez ahí creían andaban ahí luchando hermano,Challenges and Discrimination / Discriminación y dificultades,7,1.0
"MP:	Y ahí en Pecos, ¿ustedes nunca tuvieron problemas en cuanto a que no les quisieran vender algo que ustedes necesitaran, no sé, carne, azúcar o algo",mp ahí pecos ustedes nunca problemas cuanto quisieran vender ustedes necesitaran sé carne azúcar,Challenges and Discrimination / Discriminación y dificultades,165,0.2767880663211553
"MP:	Y ahí en Río Vista, no tenía problemas, bueno, porque imagino que, decía que los transportaban en trenes de carga",mp ahí río vista problemas bueno imagino decía transportaban trenes carga,Challenges and Discrimination / Discriminación y dificultades,14,0.7165000427190564
"Entonces ustedes respiraban todo ese carbón y todo eso, ¿ya llegando allá no tenía problemas por los rayos x de los pulmones",entonces ustedes respiraban carbón llegando allá problemas rayos x pulmones,Challenges and Discrimination / Discriminación y dificultades,277,0.9276642937220027
"MP:	Y, ¿usted nunca tuvo problemas de que salió mal en los exámenes médicos o algo",mp usted nunca problemas salió mal exámenes médicos,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"(entrevista interrumpida)  MP:	Sí, me decía que llegó otro señor y que empezó a tener problemas con él, que le hacía cargo de que usted quebraba los…  GM:	Pa no trabajar, pa no trabajar",entrevista interrumpida mp decía llegó señor empezó tener problemas hacía cargo usted quebraba gm pa trabajar pa trabajar,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"MP:	Por qué, ¿ustedes no nunca tuvieron problemas así con los americanos",mp ustedes nunca problemas así americanos,Challenges and Discrimination / Discriminación y dificultades,18,0.3300820468187202
"MP:	Y cuando llegaban ahí en el puente, ¿no tenían problemas para pasar el puente",mp llegaban ahí puente problemas pasar puente,Challenges and Discrimination / Discriminación y dificultades,102,0.6497222841282257
"GN:	No, no pos esa vez que me tocó a mí no, no hubo problemas, no porque nomás abrieron el puente y ya nos hablaron y nos pasaron",gn pos vez tocó problemas nomás abrieron puente hablaron pasaron,Challenges and Discrimination / Discriminación y dificultades,102,0.3905883254058723
"No había problemas ya de que, pos no se lo quitaban a uno ya ve que lo revisan ahí, lo dejaban pasar",problemas pos quitaban revisan ahí dejaban pasar,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"MP:	Y por ejemplo, ¿no tenían muchos problemas así viviendo tanta gente",mp ejemplo problemas así viviendo tanta gente,Challenges and Discrimination / Discriminación y dificultades,2,1.0
"No había, pos no hubo  problemas por eso, digo porque pos, sabíanos llevárnosla ahí, pos pasarla bien",pos problemas digo pos sabíanos llevárnosla ahí pos pasarla bien,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"MP:	Y ustedes nunca, como braceros, ¿nunca tuvieron problemas que, por ejemplo, con La Migra o algo que los anduvieran checando",mp ustedes nunca braceros nunca problemas ejemplo migra anduvieran checando,Challenges and Discrimination / Discriminación y dificultades,30,0.39615089224248284
"MP:	Y, ¿nunca tuvo problemas de que se le perdió el dinero, que no llegaba",mp nunca problemas perdió dinero llegaba,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"MP:	Y, ¿usted nunca se dio cuenta de algún detalle de que algún ranchero hubiera tenido problemas con algún bracero o no sé, algún problema que hubieran tenido por ahí",mp usted nunca dio cuenta algún detalle algún ranchero problemas algún bracero sé algún problema ahí,Challenges and Discrimination / Discriminación y dificultades,0,0.4842162212053927
"MP:	Y, ¿ustedes nunca tuvieron problemas en cuanto a que los trataran mal la gente de los pueblos o el mayordomo ahí el rancho o el ranchero",mp ustedes nunca problemas cuanto trataran mal gente pueblos mayordomo ahí rancho ranchero,Challenges and Discrimination / Discriminación y dificultades,0,0.679905664800993
"MP:	Y ahí cuando estuvo usted en Pecos con toda esa gente, viviendo en la misma barraca, ¿nunca tuvieron problemas",mp ahí usted pecos toda gente viviendo misma barraca nunca problemas,Challenges and Discrimination / Discriminación y dificultades,13,0.9892660879465025
"MP:	Más o menos en el tiempo que anduvo usted, anduvieron también los del, el racismo muy fuerte, ¿no",mp menos tiempo anduvo usted anduvieron racismo fuerte,Challenges and Discrimination / Discriminación y dificultades,153,0.04664179298705886
¿Nunca tuvo problemas con los señores que estuvieron viviendo en la misma casa,nunca problemas señores viviendo misma casa,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
", de que los trataban… Bueno, no que el ranchero los tratara mal, pero que sí tenían problemas con las demás gentes",trataban bueno ranchero tratara mal problemas demás gentes,Challenges and Discrimination / Discriminación y dificultades,0,0.6125342184975593
"JP:	No, no, digo la gente de esas que tuvieron esos problemas no, nunca llegaron a, pos a denunciarlos o a quejarse, nomás platicaban ahí que tenían problemas, pero no, no llegaban a discusiones mayores como quiera",jp digo gente problemas nunca llegaron pos denunciarlos quejarse nomás platicaban ahí problemas llegaban discusiones mayores quiera,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Y no, nunca hubo problema, que yo lo poquito que…En otras partes creo que sí había habido problemas más serios, pero allí, en todo lo que yo anduve no, no se presentó ningún problema de esos, de ese tipo",nunca problema poquito queen partes creo problemas serios allí anduve presentó ningún problema tipo,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"MP:	Y en todo ese tiempo…Bueno, usted no tenía problemas, porque usted era de aquí, de Chihuahua, ¿verdad",mp tiempobueno usted problemas usted aquí chihuahua verdad,Challenges and Discrimination / Discriminación y dificultades,15,0.6067684294394045
Pos porque cuando entran de otra parte es donde entran las dificultades con raza de otras partes,pos entran parte entran dificultades raza partes,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"MP:	En cuanto a que se sentían mal o algo, durante todo ese tiempo, hubo mucho racismo en contra de los mexicanos y de los negros, ¿no",mp cuanto sentían mal tiempo racismo mexicanos negros,Challenges and Discrimination / Discriminación y dificultades,24,0.7846955468548846
¿Ustedes no sintieron algo así que lo rechazaban cuando iban al pueblo o que vieron algún caso ahí de discriminación contra un mexicano o un…,ustedes sintieron así rechazaban iban pueblo vieron algún caso ahí discriminación mexicano,Challenges and Discrimination / Discriminación y dificultades,24,1.0
"GE:	No, pos yo gracias a Dios que no, nunca tuve unos problemas ahí, todos nos la pasábanos muy bien ahí",ge pos gracias dios nunca problemas ahí pasábanos bien ahí,Challenges and Discrimination / Discriminación y dificultades,51,1.0
"GE:	Ni, nunca le hice la lucha de ir a Pecos",ge nunca hice lucha ir pecos,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"HQ:	No, muy buenas gentes todos, a mí nunca, yo no tuve problemas con nadie, todo el tiempo muy a gusto con todos",hq buenas gentes nunca problemas nadie tiempo gusto,Challenges and Discrimination / Discriminación y dificultades,13,0.9964494508596995
"MP:	Y luego estando allá nunca a la hora de que les pagaba el ranchero, ¿nunca tuvieron problemas en cuanto que les pagaran de menos",mp luego allá nunca hora pagaba ranchero nunca problemas cuanto pagaran menos,Challenges and Discrimination / Discriminación y dificultades,0,0.5433676140927385
"Y él iba y lo ponía, él nomás iba y los ponían, no, no, muy legal todo, eso no, yo nunca tuve problemas con nada, con de, de nada, de dinero que me perdiera nunca, nunca se me perdía nada y nos llevaba los talones él y todo",iba ponía nomás iba ponían legal nunca problemas dinero perdiera nunca nunca perdía llevaba talones,Challenges and Discrimination / Discriminación y dificultades,1,0.8697695175368634
"HQ:	Nada, nada, con nadie no, no, yo nunca me metía con nadie, ni nunca, yo no tuve problemas con nadie, ni en, que dijera, por borracheras nunca caí en la cárcel ni nada, nunca caí en nada, ni pleitos, ni nada con nadie",hq nadie nunca metía nadie nunca problemas nadie dijera borracheras nunca caí cárcel nunca caí pleitos nadie,Challenges and Discrimination / Discriminación y dificultades,13,0.7377697474163778
"Yo, yo he sido tranquilo todo el tiempo y aquí caí al comandancia, pero yo porque me, me echaba unas copas, me quedaba dormido en la, (risas) en las bancas y ahí me levantaban, pero no, pero dificultades no",sido tranquilo tiempo aquí caí comandancia echaba unas copas quedaba dormido risas bancas ahí levantaban dificultades,Challenges and Discrimination / Discriminación y dificultades,11,0.37728484489662156
"MP:	Y, ¿esas fueron las únicas veces que, digamos tuvo problemas con La Migra",mp únicas veces digamos problemas migra,Challenges and Discrimination / Discriminación y dificultades,30,0.3852787155406181
"Él allá se mantiene, ya no volvió, ya tiene muchos años que no viene, pero él me invitó y dijo: “Vamos”, dijo, “a hacerle la lucha si, si se puede, cómo no”",allá mantiene volvió años viene invitó dijo vamos dijo hacerle lucha si si puede cómo,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Pero no, no nunca hubo problemas con nada y, ahora que me entregaron al cónsul americano y ellos me echaron para El Paso y agarraba el tren especial que me mandaban hasta México así creo era vapor, máquina",nunca problemas ahora entregaron cónsul americano echaron paso agarraba tren especial mandaban méxico así creo vapor máquina,Challenges and Discrimination / Discriminación y dificultades,197,1.0
"Y entonces, ¿no tenían problemas con los negros allá, con la gente de allá",entonces problemas negros allá gente allá,Challenges and Discrimination / Discriminación y dificultades,2,0.9162429922194918
"MP:	Y ahí, ¿usted no se dio cuenta de que los negros tuvieran problemas con los blancos por racismo o algo así",mp ahí usted dio cuenta negros problemas blancos racismo así,Challenges and Discrimination / Discriminación y dificultades,393,0.9041266335415302
"MP:	Y, ¿usted tampoco no tuvo problemas cuando les mandaba dinero",mp usted tampoco problemas mandaba dinero,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"MP:	Y usted estando allá, ¿no tuvo problemas con La Migra de que los anduviera así rondando mucho",mp usted allá problemas migra anduviera así rondando,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"MM:	Pos nunca le hice la lucha, pa qué le voy a decir, nunca le hice la lucha",mm pos nunca hice lucha pa voy decir nunca hice lucha,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"Oiga, y ahí en Nuevo México, ¿no tuvieron problemas en cuanto a las jugadas o con el ranchero",oiga ahí nuevo méxico problemas cuanto jugadas ranchero,Challenges and Discrimination / Discriminación y dificultades,124,0.40454829720062546
"MP:	Y, ¿usted nunca tuvo problemas con La Migra o algo con la ley",mp usted nunca problemas migra ley,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"MG:	Sí, pero, no, no nomás me echaron fuera esa vez que me agarraron… No tuve problemas, ¿verdad",mg nomás echaron vez agarraron problemas verdad,Challenges and Discrimination / Discriminación y dificultades,9,0.549656847631513
"MP:	Oiga, y platíqueme, ¿ustedes no tuvieron algún problema de racismo, algo ahí en los pueblos donde estaban los ranchos o algo",mp oiga platíqueme ustedes algún problema racismo ahí pueblos ranchos,Challenges and Discrimination / Discriminación y dificultades,0,0.6004032167192513
"MM:	Pos nunca le hice la lucha, pa qué le voy a decir, nunca le hice la lucha",mm pos nunca hice lucha pa voy decir nunca hice lucha,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"Nomás el año que sí tuve problemas fue el, cuando fui a Artesia, Nuevo México en 1954, porque fue cuando me enfermé de una pulmonía y pos duré un…aquí está en la grabación y ya se lo volví a repetir",nomás año problemas artesia nuevo méxico 1954 enfermé pulmonía pos duré unaquí grabación volví repetir,Challenges and Discrimination / Discriminación y dificultades,148,0.3080424742120095
"MP:	Y cuando le estaba usted mandando dinero, ¿nunca tuvo problemas de que no lo recibía",mp usted mandando dinero nunca problemas recibía,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"MP:	Y después de este incidente, ¿no tuvo usted problemas para volver a sacar esa mica",mp después incidente usted problemas volver sacar mica,Challenges and Discrimination / Discriminación y dificultades,13,0.9847985272085098
"MP:	Y usted nunca se dio cuenta de algún incidente que tuvieran por, no sé, ya ve que en ese tiempo andaba mucho el racismo en contra de los negros y también en contra de los mexicanos",mp usted nunca dio cuenta algún incidente sé tiempo andaba racismo negros mexicanos,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Pero sí oía platicar yo de los que se iban luego a las cantinas, sí tenían problemas allá",oía platicar iban luego cantinas problemas allá,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"MP:	Y entonces en cuanto al pago dice que sí, no, nunca tuvieron problemas, ¿verdad",mp entonces cuanto pago dice nunca problemas verdad,Challenges and Discrimination / Discriminación y dificultades,9,0.2207904248861814
"La única parte donde sí no tuve problemas pa mandar dinero fue en Montana, ahí sí, sí nos fue muy bien, ahí sí, sí hicimos",única parte problemas pa mandar dinero montana ahí bien ahí hicimos,Challenges and Discrimination / Discriminación y dificultades,147,0.7460047434197584
"Sí, es que ése tenía problemas casi con todos ahí los que estábamos, era muy borracho y era muy, tenía una tomada muy mala",ése problemas casi ahí borracho tomada mala,Challenges and Discrimination / Discriminación y dificultades,172,1.0
"MP:	Y, ¿a usted nunca le tuvieron coraje, nunca tuvo problemas porque estaba ahí ya",mp usted nunca coraje nunca problemas ahí,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"MP:	Y ahí en Río Vista, no tenía problemas, bueno, porque imagino que, decía que los transportaban en trenes de carga",mp ahí río vista problemas bueno imagino decía transportaban trenes carga,Challenges and Discrimination / Discriminación y dificultades,14,0.7339067969746231
"Entonces ustedes respiraban todo ese carbón y todo eso, ¿ya llegando allá no tenía problemas por los rayos x de los pulmones",entonces ustedes respiraban carbón llegando allá problemas rayos x pulmones,Challenges and Discrimination / Discriminación y dificultades,277,0.7914567533462162
"MP:	Y, ¿nunca tuvo problemas así con los rancheros o con los mismos compañeros",mp nunca problemas así rancheros mismos compañeros,Challenges and Discrimination / Discriminación y dificultades,0,0.591898474588111
"RP:	No, no, no fui… Yo nunca tuve problemas con ningún ranchero, trabajé a gusto con todos los que estuve ahí",rp nunca problemas ningún ranchero trabajé gusto ahí,Challenges and Discrimination / Discriminación y dificultades,0,0.612303921638702
"RP:	Los $100, $250 dólares de…  MP:	Y, ¿nunca tuvo problemas de que se le extravió el dinero",rp 100 250 dólares mp nunca problemas extravió dinero,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"El que tuviera problemas era los mojados que llegaban de mojados, que le daban chanza ahí los patrones",problemas mojados llegaban mojados daban chanza ahí patrones,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
MP:	¿No tuvo problemas en cuanto a que se enfermó y que no le dieron atención médica o algo,mp problemas cuanto enfermó dieron atención médica,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"BF:	Se portaban bien, yo nunca tuve problemas con ninguno, porque sería porque también me gustaba obedecer y respetar las órdenes",bf portaban bien nunca problemas ninguno gustaba obedecer respetar órdenes,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Pero nunca tuve yo problemas en cuestión de pagos, pa qué voy a hablar",nunca problemas cuestión pagos pa voy hablar,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"Ahí limpiando y desahijando y luego llegó el Ángel ese y un mayordomo que estábamos, filipino, con ese nunca tuvimos problemas",ahí limpiando desahijando luego llegó ángel mayordomo filipino nunca problemas,Challenges and Discrimination / Discriminación y dificultades,187,0.9185336182092652
"Pero a mí me tocó una oportunidad muy buena, los veinticuatro años que trabajé ahí me jue muy bien, me trataron bien, no, pues no tuve problemas, ¿verdad",tocó oportunidad buena veinticuatro años trabajé ahí jue bien trataron bien pues problemas verdad,Challenges and Discrimination / Discriminación y dificultades,78,0.29849495923778735
"A veces ya cuando pensaba ir, juntaba y les dejaba alguna cantidad, pos para que salieran adelante de sus problemas",veces pensaba ir juntaba dejaba alguna cantidad pos salieran adelante problemas,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"MP:	Y entonces, en ese tiempo que usted estuvo mandando dinero también, ¿no tuvo problemas con los rancheros de que no le pagaran",mp entonces tiempo usted mandando dinero problemas rancheros pagaran,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"Cada ocho días nos daban lo que piscábamos, cada ocho días, nunca tuvimos problemas, al menos con los patrones que yo estuve, nunca tuve ese problema, me tocaron muy buenas personas y siempre nos… y luego como llevábamos también las cuentas nosotros, así que siempre nos pagaban lo que piscábamos",cada ocho días daban piscábamos cada ocho días nunca problemas menos patrones nunca problema tocaron buenas personas siempre luego llevábamos cuentas así siempre pagaban piscábamos,Challenges and Discrimination / Discriminación y dificultades,49,0.26086316997236547
"AH:	Pues yo veía gente grande, digo grande de treinta y cinco, treinta y ocho años, se le hacía muy pesado porque tenía problemas con su cintura, tenían que trabajar sentados",ah pues veía gente grande digo grande treinta cinco treinta ocho años hacía pesado problemas cintura trabajar sentados,Challenges and Discrimination / Discriminación y dificultades,78,0.18603053874801254
"Como que se identificaban entre ellos, nunca había dificultades, así ese celo que yo soy de acá, y que soy más que tú, porque desde… No, al menos en mi caso no me tocó ver diferencias de esos niveles",identificaban nunca dificultades así celo acá menos caso tocó ver diferencias niveles,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"Había algunas dificultades que se presentaban ya casi para lograrlo y hasta el [19]55, ya que me dediqué a trabajar en México, ya no regresé para acá",dificultades presentaban casi lograrlo 1955 dediqué trabajar méxico regresé acá,Challenges and Discrimination / Discriminación y dificultades,148,0.37291782042628335
"Cuando mete uno la mano a la cáscara para sacar todo el capullo se pica uno mucho estos nervitos de aquí y duelen y luego con el mismo polvo se infectaban muchas veces, pero yo compraba tape y me los enredaba y no tenía problemas",mete mano cáscara sacar capullo pica nervitos aquí duelen luego mismo polvo infectaban muchas veces compraba tape enredaba problemas,Challenges and Discrimination / Discriminación y dificultades,61,0.1420655923285908
"Y hasta ahora ya que arreglamos la residencia pos ya, ando haciendo ahora la lucha por otro tráiler pa trabajar aquí",ahora arreglamos residencia pos ando haciendo ahora lucha tráiler pa trabajar aquí,Challenges and Discrimination / Discriminación y dificultades,88,0.5492735671770176
"CS:	Fue el [19]60 que salí ya, ya este, me dijo mi hermano que estaba aquí: “No, ta bueno que le hagan la lucha a arreglar porque la braceriada se va a acabar”",cs 1960 salí dijo hermano aquí ta bueno hagan lucha arreglar braceriada va acabar,Challenges and Discrimination / Discriminación y dificultades,7,1.0
"LM:	Y en alguna ocasión de las que usted anduvo trabajando, ¿sintió algo de discriminación, algún detalle",lm alguna ocasión usted anduvo trabajando sintió discriminación algún detalle,Challenges and Discrimination / Discriminación y dificultades,153,0.4369458131146172
"No es, como dice el dicho, no es nomás saber, sino saber querer y hacer la lucha, así es",dice dicho nomás saber sino saber querer hacer lucha así,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Ya después que me vine pa acá, aquí a Juárez, aquí, ahí el que era Nuevo México, estuve de vaquero, cuidando ganado, arreglando cercos de alambre de esos mismo de…  LM:	¿En alguna ocasión le tocó a usted ver algo de discriminación, que trataran mal al…",después vine pa acá aquí juárez aquí ahí nuevo méxico vaquero cuidando ganado arreglando cercos alambre mismo lm alguna ocasión tocó usted ver discriminación trataran mal,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"He would prod ‘em, because most of them would not want to complain, understandably, because they anticipated coming back next year, and they got used to the idea that certain exploitation, certain abuse was expected, it was part of being a bracero, so they tolerated it",would prod em would want complain understandably anticipated coming back next year got used idea certain exploitation certain abuse expected part bracero tolerated,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"And the en masse interviews by the Mexican Consul was the same, because the Mexican Consul would speak to them before they left, keep track of all the injustices that you received, the exploitation, because we need to know, and the only way that we’re gonna correct that is by getting information from your people",masse interviews mexican consul mexican consul would speak left keep track injustices received exploitation need know way gonna correct getting information people,Challenges and Discrimination / Discriminación y dificultades,201,0.4098049089942537
"MP:	Y en cuanto al pago, ¿nunca tuvieron problemas de que les pagaran menos",mp cuanto pago nunca problemas pagaran menos,Challenges and Discrimination / Discriminación y dificultades,1,0.9148930988430557
"ES:	Bueno, yo…  MP:	Y, ¿nunca tuvo problemas de que se le extravió, o llegó menos",bueno mp nunca problemas extravió llegó menos,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"Pecos, at that time, they still practice a lot of discrimination",pecos time still practice lot discrimination,Challenges and Discrimination / Discriminación y dificultades,153,0.8160186492877116
"Y luego ya cuando se acabó el agua allá en, allá en México que ya no hubo nada, se quedó el trabajo y todo, ya le hice la lucha de venirme de bracero",luego acabó agua allá allá méxico quedó trabajo hice lucha venirme bracero,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Con ese que duré once años tuve problemas con el mayordomo, pero después me salí y conseguí trabajo y no duré nada con otro, aquel patrón, ese me quería no",duré años problemas mayordomo después salí conseguí trabajo duré aquel patrón quería,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"ES:	Sí, y fue y cuando se cumplió la tarjeta, porque ese patrón otro, no tuve dificultades, como le digo, con el mayordomo de él no",cumplió tarjeta patrón dificultades digo mayordomo,Challenges and Discrimination / Discriminación y dificultades,299,0.930106397625649
"MP:	Entonces usted tampoco no tuvo problemas para mandarle el dinero a su casa, ¿no",mp entonces usted tampoco problemas mandarle dinero casa,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"MP:	Y cuando usted mandaba dinero, ¿no tenía problemas de que se le perdía o de que no llegaba completo",mp usted mandaba dinero problemas perdía llegaba completo,Challenges and Discrimination / Discriminación y dificultades,1,1.0
"ES:	No, nunca tuve problemas sobre eso, siempre mandaba el dinero y siempre ella lo recibía como yo lo mandaba",nunca problemas siempre mandaba dinero siempre recibía mandaba,Challenges and Discrimination / Discriminación y dificultades,1,0.9824734660278411
"MP:	Y no tenían ahí problemas entre la gente del sur, del centro, del norte de México",mp ahí problemas gente sur centro norte méxico,Challenges and Discrimination / Discriminación y dificultades,24,0.7926987623244314
"ES:	No, no, no, ahí no había problemas, ahí todos éranos uno solo porque todos íbamos con una misma meta, a contratarnos",ahí problemas ahí éranos solo íbamos misma meta contratarnos,Challenges and Discrimination / Discriminación y dificultades,13,0.8920820439840184
"Y no, nunca he tenido problemas, porque inclusive yo nunca he sido una persona problemática",nunca problemas inclusive nunca sido persona problemática,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"FR:	Bueno, tuve problemas con los, como le expliqué antes, de los que venían que se miraban que no eran trabajadores",fr bueno problemas expliqué venían miraban trabajadores,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"Esos sí nos daban problemas porque no querían, no se dejaban que les agarráramos las huellas",daban problemas querían dejaban agarráramos huellas,Challenges and Discrimination / Discriminación y dificultades,215,0.5535644084820787
"Nomás, sabe que muchos que andábamos así libres, que no estábanos en ninguna lista, pos uno hacía su lucha de pasar como Dios lo ayudaba",nomás sabe andábamos así libres estábanos ninguna lista pos hacía lucha pasar dios ayudaba,Challenges and Discrimination / Discriminación y dificultades,51,1.0
"MP:	Y entonces, ¿usted nunca tuvo problemas con los americanos que estaban ahí tomándole los datos",mp entonces usted nunca problemas americanos ahí tomándole datos,Challenges and Discrimination / Discriminación y dificultades,18,0.3337869233604932
"Bueno, pos en allá en México se valen muchas cosas, entonces, al menos allá sí, en esos años sí, ya fui bien y entonces: “¿Quihubo, qué problemas traes",bueno pos allá méxico valen muchas cosas entonces menos allá años bien entonces quihubo problemas traes,Challenges and Discrimination / Discriminación y dificultades,60,0.9937925793523132
"Y nunca, nunca, pos nunca tuve problemas nada, mire",nunca nunca pos nunca problemas mire,Challenges and Discrimination / Discriminación y dificultades,13,1.0
"Y nombre, así se le va pasando los años y pos no ya, pos no, ya le digo, yo siempre sí me sentía a gusto aquí y así con mis compañeros de trabajo nunca tuve grandes dificultades con ninguno",nombre así va pasando años pos pos digo siempre sentía gusto aquí así compañeros trabajo nunca grandes dificultades ninguno,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
"IP:	Y los deseos siempre fueron, pues hacer comercio y todavía lo estoy haciendo aquí, haciéndole la lucha todavía",ip deseos siempre pues hacer comercio todavía haciendo aquí haciéndole lucha todavía,Challenges and Discrimination / Discriminación y dificultades,-1,0.0
