Original Sentence,Cleaned Sentence,Predefined Topic,BERTopic Topic,Topic Probability
"MP:	¿Cuánto tiempo pasó ahí en Chihuahua en El Trocadero para que lo echaran ya en el camión o en el tren rumbo a…  FG:	Mire, yo ahí tenía familiares en la casa, entonces iba a darme una vuelta",mp cuánto tiempo pasó ahí chihuahua trocadero echaran camión tren rumbo fg mire ahí familiares casa entonces iba darme vuelta,Background / Antecedentes,281,0.4003729423602131
"MP:	Y, ¿cada cuándo venía a visitar a su familia",mp cada cuándo venía visitar familia,Background / Antecedentes,29,0.6458556098265281
"MP:	Platíqueme acerca de su infancia, ¿qué hacía usted en su infancia",mp platíqueme acerca infancia hacía usted infancia,Background / Antecedentes,-1,0.0
"MP:	Y, ¿usted se quedó con sus hermanos, o con quién se quedó",mp usted quedó hermanos quién quedó,Background / Antecedentes,7,1.0
"MP:	Y entonces, ¿usted nada más tuvo la idea de irse de bracero o algunos hermanos también",mp entonces usted idea irse bracero hermanos,Background / Antecedentes,7,1.0
MP:	Y entonces dice que usted y sus tres hermanos se fueron también,mp entonces dice usted tres hermanos,Background / Antecedentes,7,1.0
"GM:	Bueno, había un señor que se llamaba Antonio Romero era familiar de este grandote del sombrero",gm bueno señor llamaba antonio romero familiar grandote sombrero,Background / Antecedentes,-1,0.0
"MP:	Perdón hábleme acerca un poco de su familia, su papá, sus hermanos, el lugar donde creció",mp perdón hábleme acerca familia papá hermanos lugar creció,Background / Antecedentes,-1,0.0
"Y ya murió toda la familia ya, de toda la familia, ya nomás yo quedo",murió toda familia toda familia nomás quedo,Background / Antecedentes,29,0.3411775705922094
"MP:	Cuénteme algo acerca de su niñez, de sus papás, ¿a qué se dedicaba su papá, sus hermanos",mp cuénteme acerca niñez papás dedicaba papá hermanos,Background / Antecedentes,316,1.0
"GN:	Pues trabajaba en un rancho ganadero, trabajaba de jornalero, mis hermanos están, trabajan ahorita",gn pues trabajaba rancho ganadero trabajaba jornalero hermanos trabajan ahorita,Background / Antecedentes,0,0.4993184628576205
"MP:	Y cuénteme allá, ¿qué le dijo su familia cuando decidió irse de bracero",mp cuénteme allá dijo familia decidió irse bracero,Background / Antecedentes,-1,0.0
"(risas)  MP:	Y luego, ¿cómo le hacía para comunicarse con su familia",risas mp luego cómo hacía comunicarse familia,Background / Antecedentes,29,0.5870992489780305
"Y entonces, ¿me dice que en ese tiempo se comunicaba con su familia con pura carta",entonces dice tiempo comunicaba familia pura carta,Background / Antecedentes,262,0.5580948600543115
"MP:	Y luego no, nunca, ¿siempre le llegó a tiempo o la cantidad exacta a su familia",mp luego nunca siempre llegó tiempo cantidad exacta familia,Background / Antecedentes,29,0.6058260505267874
"Lo que ponía allá, y $50 dólares ponía, ésos llegaban a mi familia",ponía allá 50 dólares ponía ésos llegaban familia,Background / Antecedentes,375,0.8604840870108494
"MP:	Y luego de eso tanto, ¿como cuánto más o menos le mandaba acá a su familia",mp luego cuánto menos mandaba acá familia,Background / Antecedentes,29,0.6585123196674358
"Platíqueme un poco acerca de su niñez, de sus papás, sus hermanos, ¿qué hacía usted cuando estaba niño",platíqueme acerca niñez papás hermanos hacía usted niño,Background / Antecedentes,-1,0.0
"Siempre que mandaba usted dinero acá a su familia, ¿sí les llegaba bien",siempre mandaba usted dinero acá familia llegaba bien,Background / Antecedentes,223,0.6999725697071376
"Los nacidos allá no querían que fueran de México a trabajar allá, porque les quitaba el trabajo, que ellos ya no conseguían y hubo algunos problemas, discusiones por esa causa",nacidos allá querían méxico trabajar allá quitaba trabajo conseguían problemas discusiones causa,Background / Antecedentes,-1,0.0
"MP:	También quisiera saber algo acerca de su niñez, sus papás, ¿a qué se dedicaba su papá, su mamá, sus hermanos",mp quisiera saber acerca niñez papás dedicaba papá mamá hermanos,Background / Antecedentes,316,1.0
"Nos arrimábanos con familiares, porque… (risas)  MP:	Y, ¿usted nunca supo de la gente esa que venía del sur",arrimábanos familiares risas mp usted nunca supo gente venía sur,Background / Antecedentes,-1,0.0
"MP:	Y luego con su familia, ¿sí mantenía alguna comunicación o venía a visitarlos más o menos seguido",mp luego familia mantenía alguna comunicación venía visitarlos menos seguido,Background / Antecedentes,29,0.9150687637849299
"(risas)  MP:	Y el dinero que usted ganaba, ¿se lo quedaba a usted o le mandaba a su familia",risas mp dinero usted ganaba quedaba usted mandaba familia,Background / Antecedentes,223,1.0
"JE:	No, pos de perdida le carga a uno que más que todo eso, esta retirado de la familia",je pos perdida carga retirado familia,Background / Antecedentes,29,0.7002015725034075
MP:	¿Ustedes tuvieron alguna relación con la familia del ranchero,mp ustedes alguna relación familia ranchero,Background / Antecedentes,-1,0.0
"MP:	Y, ¿usted nunca hizo por llevarse a su esposa o a su familia para allá, para vivir para allá",mp usted nunca hizo llevarse esposa familia allá vivir allá,Background / Antecedentes,-1,0.0
"MP:	Y usted, cuando se fue de bracero, ¿se fue solo o fue algún hermano de usted o alguien de su familia lo siguió",mp usted bracero solo algún hermano usted alguien familia siguió,Background / Antecedentes,7,1.0
MP:	Y usted… ¿Qué le dijo su familia cuando usted se decidió irse de bracero,mp usted dijo familia usted decidió irse bracero,Background / Antecedentes,29,0.4578224050279252
"MP:	Y usted cuando le mandaba dinero a su familia, ¿sí le mandaba",mp usted mandaba dinero familia mandaba,Background / Antecedentes,223,0.7159499926026913
"MP:	Me podría hablar un poco de su familia y de cómo fue su niñez y, ¿sus padres a qué se dedicaban, sus hermanos",mp podría hablar familia cómo niñez padres dedicaban hermanos,Background / Antecedentes,-1,0.0
MP:	¿Sus papás qué le dijeron o su familia qué le dijeron porque se iba a ir de bracero,mp papás dijeron familia dijeron iba ir bracero,Background / Antecedentes,10,0.8384017373486143
MP:	¿Se fue alguien más de su familia con usted o usted se fue solo,mp alguien familia usted usted solo,Background / Antecedentes,-1,0.0
"HQ:	Sí, hermanos también, como dos hermanos más fueron, también a, de braceros, nomás que uno ya murió, ahorita uno está allá en los Estados Unidos, arregló residencia",hq hermanos dos hermanos braceros nomás murió ahorita allá unidos arregló residencia,Background / Antecedentes,7,1.0
"MP:	Y ya estando allá, la familia del ranchero, ¿cómo era con ustedes",mp allá familia ranchero cómo ustedes,Background / Antecedentes,-1,0.0
"No, nosotros, a nosotros nos tocó ahí solos en el puro rancho, nomás el mayordomo y la familia de él, pero otra gente no, no tocó, de ir, pos iba gente pero de, de así de pero, serán de ahí, serían de ahí, nunca supimos nosotros que, que eran mojadas",tocó ahí solos puro rancho nomás mayordomo familia gente tocó ir pos iba gente así ahí ahí nunca supimos mojadas,Background / Antecedentes,0,0.759497343284638
"MP:	Y por ejemplo si unos de los braceros, no sé, ¿se dio cuenta usted de alguien que tuvo familia allá o algo",mp ejemplo si braceros sé dio cuenta usted alguien familia allá,Background / Antecedentes,-1,0.0
"MP:	Y luego, ¿cómo le hacía para mandar el dinero acá a su familia",mp luego cómo hacía mandar dinero acá familia,Background / Antecedentes,223,0.535962927292579
"MP:	Y, ¿cómo sabían ustedes que sí recibía su familia el dinero y todo",mp cómo sabían ustedes recibía familia dinero,Background / Antecedentes,223,0.4769238412724507
"MP:	Y luego, ¿cada cuándo venía acá a visitar a su familia",mp luego cada cuándo venía acá visitar familia,Background / Antecedentes,29,0.8339287533266988
"Cuando quería uno, pedía: “Yo quiero ir, que me den permiso para ir a ver a mi familia",quería pedía quiero ir den permiso ir ver familia,Background / Antecedentes,-1,0.0
"No, pues entre ellos sí había, entre muchos sí había, había problemas entre ellos, pero así como le digo, nosotros, este muchacho y yo pos éramos del mismo pueblo, cinco años y iban muchos y a piscar pero, nosotros todo el tiempo andábamos juntos, nosotros nunca, como éramos del mismo pueblo y nacidos casi ahí junto, nunca tuvimos problemas, nomás que éste arregló residencia y yo no pude",pues problemas así digo muchacho pos mismo pueblo cinco años iban piscar tiempo andábamos juntos nunca mismo pueblo nacidos casi ahí junto nunca problemas nomás éste arregló residencia pude,Background / Antecedentes,185,0.9763087727781001
"MP:	Y luego ahí, ¿cómo le hicieron para traerlos de regreso y su familia",mp luego ahí cómo hicieron traerlos regreso familia,Background / Antecedentes,29,0.5996089329448061
"NM:	Maíz y frijol, calabazas y…  MP:	Y cuénteme, ¿cuántos hermanos tuvo",nm maíz frijol calabazas mp cuénteme cuántos hermanos,Background / Antecedentes,7,1.0
"NM:	Tuve tres hermanos, una hermana y dos hermanos más",nm tres hermanos hermana dos hermanos,Background / Antecedentes,7,1.0
"MP:	Y de todos sus hermanos, ¿usted fue el único que se decidió a ser bracero",mp hermanos usted único decidió ser bracero,Background / Antecedentes,7,1.0
"NM:	Sí pos, es que se le hace a uno difícil por dejar aquí a la familia uno y luego anda uno allá y pensando en la familia y pos sí, así pasa",nm pos hace difícil dejar aquí familia luego anda allá pensando familia pos así pasa,Background / Antecedentes,29,0.5858541331236654
"Y otro, y venía un cuñado mío y otros hermanos de él y a ellos no les hablaron y a mí sí me hablaron, fíjese",venía cuñado hermanos hablaron hablaron fíjese,Background / Antecedentes,7,1.0
Pos es que ya viniendo uno pos tiene ganas de estar con uno la familia y pos ya no me dejaron ir,pos viniendo pos ganas familia pos dejaron ir,Background / Antecedentes,29,0.7813989293222894
"NM:	Pues sí, pero eso no pensaba yo, hasta ahora después pienso: “¿Por qué no me estaría allí y hasta le hubiera arreglado a mi… Hubiera arreglado yo allá para quedarme allá y a mi familia”",nm pues pensaba ahora después pienso allí arreglado arreglado allá quedarme allá familia,Background / Antecedentes,-1,0.0
"MP: 	Quisiera que me platicara un poco de su infancia, de sus papás, ¿a qué se dedicaban, sus hermanos",mp quisiera platicara infancia papás dedicaban hermanos,Background / Antecedentes,316,0.8645308695237335
"MM:	Fuimos siete, siete hermanos, de siete ya nomás dos quedamos",mm siete siete hermanos siete nomás dos quedamos,Background / Antecedentes,7,0.8276407124156694
"Lo poquito que nos quedaba pa comer, ya cuando comprábanos mandadito, lo mandábanos pa acá pa la familia",poquito quedaba pa comer comprábanos mandadito mandábanos pa acá pa familia,Background / Antecedentes,-1,0.0
"MM:	Pos sí, la familia sí lo aprovechaba lo poquito que les mandaba, los $50, $100 dólares, así",mm pos familia aprovechaba poquito mandaba 50 100 dólares así,Background / Antecedentes,-1,0.0
"MP:	Y, ¿su familia qué le dijo cuando le dijo que se iba para allá",mp familia dijo dijo iba allá,Background / Antecedentes,29,0.3330851400315609
"MG:	No, pos mis padres taban ya avanzados ellos, luego se quedaron allí trabajando unos pedacitos de tierra que teníamos nosotros",mg pos padres taban avanzados luego quedaron allí trabajando pedacitos tierra,Background / Antecedentes,-1,0.0
"Ya ve que todo el tiempo, cuando ya se casan, todo el tiempo la familia mayor, pos se van del tronco, ya no se quedan y nosotros fuimos cuatro hermanos nomás de, cuando mi padre se casó con mi madre, joven ella todavía",tiempo casan tiempo familia mayor pos van tronco quedan cuatro hermanos nomás padre casó madre joven todavía,Background / Antecedentes,-1,0.0
"Pero todos los que hemos sido viciosos desde infancia no se da uno, no se está, mientras ande en dinero no se está quieto hasta que no va a jugar en los juegos que sea",sido viciosos infancia da mientras ande dinero quieto va jugar juegos,Background / Antecedentes,1,0.9741170427218838
"Si esta familia que tengo fue últimamente ya, que me casé con una muchacha, tengo cuatro hijos, tan en Wichita",si familia últimamente casé muchacha cuatro hijos tan wichita,Background / Antecedentes,12,0.643769197240397
"MP: 	Quisiera que me platicara un poco de su infancia, de sus papás, ¿a qué se dedicaban, sus hermanos",mp quisiera platicara infancia papás dedicaban hermanos,Background / Antecedentes,316,0.835380225293297
"MM:	Fuimos siete, siete hermanos, de siete ya nomás dos quedamos",mm siete siete hermanos siete nomás dos quedamos,Background / Antecedentes,7,0.6749054868714324
"Lo poquito que nos quedaba pa comer, ya cuando comprábanos mandadito, lo mandábanos pa acá pa la familia",poquito quedaba pa comer comprábanos mandadito mandábanos pa acá pa familia,Background / Antecedentes,-1,0.0
"MM:	Pos sí, la familia sí lo aprovechaba lo poquito que les mandaba, los $50, $100 dólares, así",mm pos familia aprovechaba poquito mandaba 50 100 dólares así,Background / Antecedentes,375,0.8962037579509515
"MP:	Quisiera que me platicara así brevemente acerca de su familia cuando estaba usted pequeño, sus papás, sus hermanos",mp quisiera platicara así brevemente acerca familia usted pequeño papás hermanos,Background / Antecedentes,316,0.7541150918864192
"La segunda era, porque sí efectivamente sí yo tenía necesidad porque, pos yo en mi familia éramos un hermano mío más chico que yo; pos para mantener a mi madre, ¿no",segunda efectivamente necesidad pos familia hermano chico pos mantener madre,Background / Antecedentes,7,0.7126035261306856
"¿Usted nunca hizo por llevarse a su esposa, a su familia allá",usted nunca hizo llevarse esposa familia allá,Background / Antecedentes,-1,0.0
"MP:	Cuénteme acerca de su infancia, sus papás, ¿a qué se dedicaba su papá, su mamá, sus hermanos",mp cuénteme acerca infancia papás dedicaba papá mamá hermanos,Background / Antecedentes,316,1.0
"Como cuando me fui yo de aquí de Aldama, esas partes de Pecos y todos, quería mandarle uno algo a su familia pos no, no le quedaba a uno nada, ey",aquí aldama partes pecos quería mandarle familia pos quedaba ey,Background / Antecedentes,-1,0.0
"NM:	No, pos la primerita vez que me fui de allá de, este, Municipio de Coyame, pos no, digo, ya ve que pos la madre de uno, los padres, digo, pos todos quieren siempre lo mejor",nm pos primerita vez allá municipio coyame pos digo pos madre padres digo pos quieren siempre mejor,Background / Antecedentes,31,1.0
", digo, problemas para mandar dinero acá a su familia, que no le llegaba o que le llegaba incompleto",digo problemas mandar dinero acá familia llegaba llegaba incompleto,Background / Antecedentes,223,1.0
"Ahora, ahora voy a visitar que tengo familia pero porque tengo pasaporte, sí voy pero ya para trabajar no, no, ya nomás no",ahora ahora voy visitar familia pasaporte voy trabajar nomás,Background / Antecedentes,73,0.9319504067043888
"Todavía el [19]85 me fui con todo y familia para allá, allá estuve un año y cachito estuve",todavía 1985 familia allá allá año cachito,Background / Antecedentes,8,1.0
"Taban muy buenos los algodones, los primeros, el primer mes sí, pos más o menos ahí mandaba uno a su familia",taban buenos algodones primeros primer mes pos menos ahí mandaba familia,Background / Antecedentes,-1,0.0
"TZ:	Pero no teníanos en dónde, no teníamos familiares en ese entonces, aquí en la ciudad",tz teníanos dónde familiares entonces aquí ciudad,Background / Antecedentes,89,0.823199195667381
"Y su familia entonces, lo apoyó: “Sí, vete y no sé que…  TZ:	Sí",familia entonces apoyó vete sé tz,Background / Antecedentes,29,0.3655185308726639
"MP:	Y, ¿ahí ustedes tenían algún contacto con la familia del ranchero",mp ahí ustedes algún contacto familia ranchero,Background / Antecedentes,-1,0.0
"MP:	Y luego para su familia, ¿le mandaba usted dinero a su familia",mp luego familia mandaba usted dinero familia,Background / Antecedentes,223,0.8130793753285318
"(risas)  MP:	Y, ¿usted venía más o menos seguido acá a ver a su familia",risas mp usted venía menos seguido acá ver familia,Background / Antecedentes,-1,0.0
"Sí, ellos se dieron cuenta, pues cómo no, estaba en la casa con ellos, todavía no…  MP:	Y, ¿algunos de sus hermanos fue con usted o usted fue solo",dieron cuenta pues cómo casa todavía mp hermanos usted usted solo,Background / Antecedentes,7,1.0
"Y es el que, desde chico, pos es el que hemos vivido, hermanos hombres, pues",chico pos vivido hermanos hombres pues,Background / Antecedentes,7,1.0
"En ese tiempo pos no pensaba yo quedarme a trabajar allá, pos que aquí estaba mi mamá y todos mis hermanos y pues yo…  MP:	¿Pero se los pudo haber llevado también",tiempo pos pensaba quedarme trabajar allá pos aquí mamá hermanos pues mp pudo haber llevado,Background / Antecedentes,-1,0.0
"MP:	Y en esos dos años que estuvo allá, ¿qué tan seguido venía acá a visitar a su familia",mp dos años allá tan seguido venía acá visitar familia,Background / Antecedentes,98,0.1755132407858867
"Pues qué bueno que no la entregó la original porque pos es, como quiera que sea los documentos originales son muy valiosos",pues bueno entregó original pos quiera documentos originales valiosos,Background / Antecedentes,38,1.0
"MP:	Cuénteme algo acerca de su niñez, de sus papás, sus hermanos",mp cuénteme acerca niñez papás hermanos,Background / Antecedentes,316,1.0
"MP:	Y entonces usted, ¿cada cuándo venía a visitar a su familia",mp entonces usted cada cuándo venía visitar familia,Background / Antecedentes,29,0.8109302368314152
"FG:	Pues fui a la escuela muy poco y pues, tengo algunos hermanos y mi papá y mi mamá sí ya fallecieron, y varios de los hermanos también",fg pues escuela pues hermanos papá mamá fallecieron varios hermanos,Background / Antecedentes,7,0.5890227996993256
"MP:	Y, ¿se fue solo o alguno de sus hermanos fue o algún amigo",mp solo alguno hermanos algún amigo,Background / Antecedentes,7,0.9285640289546384
"MP:	¿Cuánto tiempo pasó ahí en Chihuahua en El Trocadero para que lo echaran ya en el camión o en el tren rumbo a…  FG:	Mire, yo ahí tenía familiares en la casa, entonces iba a darme una vuelta",mp cuánto tiempo pasó ahí chihuahua trocadero echaran camión tren rumbo fg mire ahí familiares casa entonces iba darme vuelta,Background / Antecedentes,281,0.37511923462435626
"MP:	Y, ¿cada cuándo venía a visitar a su familia",mp cada cuándo venía visitar familia,Background / Antecedentes,29,0.6507961242895189
"MP:	Cuénteme algo acerca de su niñez, sus papás, sus hermanos",mp cuénteme acerca niñez papás hermanos,Background / Antecedentes,316,1.0
"Tengo nomás hermanos, Ignacio Ponce, Martín Ponce Covarrubias, uno está precisamente en Juárez, Martín",nomás hermanos ignacio ponce martín ponce covarrubias precisamente juárez martín,Background / Antecedentes,7,0.661778915268091
"Y vienen los hijos, los padres y pagan dinero y salen luego luego, no los castigan nada, pos por eso están así como están",vienen hijos padres pagan dinero salen luego luego castigan pos así,Background / Antecedentes,263,1.0
"Dígame algo acerca de su niñez, sus papás, sus hermanos, si fue a la escuela, ¿a qué edad empezó a trabajar",dígame acerca niñez papás hermanos si escuela edad empezó trabajar,Background / Antecedentes,316,0.9883504669383083
"RP:	No, aquí en México tuve, puedo vivir mucho muy a gusto y pos ahí estoy encantado de haber nacido",rp aquí méxico puedo vivir gusto pos ahí encantado haber nacido,Background / Antecedentes,-1,0.0
"Nos daban la mitad pa que nosotros dejáramos la mitad para nosotros y la mitad para ayudarse él, que era grande la familia",daban mitad pa dejáramos mitad mitad ayudarse grande familia,Background / Antecedentes,369,1.0
Yo nunca había tenido mucho dinero y en una siete semanas que duré en la pisca del algodón yo fui a ver a mi familia y llevaba $350 dólares y los cambié en Juárez,nunca dinero siete semanas duré pisca algodón ver familia llevaba 350 dólares cambié juárez,Background / Antecedentes,-1,0.0
"Ya éramos compadres, le había bautizado a mí el niño mayor, menor, el niño mayor, ¿verdad",compadres bautizado niño mayor menor niño mayor verdad,Background / Antecedentes,263,0.5939424614215707
"O sea…  BF:	No, mire, en invierno como no hay mucho trabajo, me fui pa La Regina con mi familia",bf mire invierno trabajo pa regina familia,Background / Antecedentes,-1,0.0
"Duré cinco años con mi familia ahí, porque ya cuando me aburrí ¿verdad",duré cinco años familia ahí aburrí verdad,Background / Antecedentes,185,1.0
", que ya empecé agarrar, entonces me vine pa Juárez y me traje la familia",empecé agarrar entonces vine pa juárez traje familia,Background / Antecedentes,-1,0.0
Renté unos dos cuartos ahí en Juárez y ahí tuve viviendo ahí con mi familia,renté dos cuartos ahí juárez ahí viviendo ahí familia,Background / Antecedentes,29,0.34825846691039675
"BF:	Más o menos a ver a la familia, iba cada dos, tres meses",bf menos ver familia iba cada dos tres meses,Background / Antecedentes,118,0.44972217157577704
"Y precisamente ese, el Ray Bickler que ya murió también, ése fue el que me dio la cartas pa arreglar la familia",precisamente ray bickler murió ése dio cartas pa arreglar familia,Background / Antecedentes,263,0.5917322377851199
"Y entonces con este Ray Bickler que me cambié, que me dio las cartas pa la familia, estaba un amigo mío de allá de La Regina y se dio cuenta y luego dijo: “Vente acá conmigo, hombre",entonces ray bickler cambié dio cartas pa familia amigo allá regina dio cuenta luego dijo vente acá conmigo hombre,Background / Antecedentes,17,0.40079665678229315
Y entonces el [19]62 como en julio o en junio le dije yo: “Dile al Ray Bickler que si me da las cartas pa arreglar mi familia”,entonces 1962 julio junio dije dile ray bickler si da cartas pa arreglar familia,Background / Antecedentes,8,1.0
"BF:	Yo tenía cuatro, cuatro de familia y la última, la, una me nació ya aquí, ya cuando habíamos arreglado",bf cuatro cuatro familia última nació aquí arreglado,Background / Antecedentes,-1,0.0
"En el mismo mes que arreglé yo en noviembre solo, al siguiente año en noviembre arreglé a toda mi familia",mismo mes arreglé noviembre solo siguiente año noviembre arreglé toda familia,Background / Antecedentes,46,1.0
Y así lo hice y entonces me dediqué nada más de bracero y fue cuando me traje la familia pa Juárez,así hice entonces dediqué bracero traje familia pa juárez,Background / Antecedentes,-1,0.0
LM:	¿Pudiéramos decir que el trabajo de bracero le ayudó en algo para formar a su familia,lm pudiéramos decir trabajo bracero ayudó formar familia,Background / Antecedentes,369,1.0
"No fue tan fácil, fue cuestión de trabajar y trabajar y pos educar a los hijos, tratar de formarlos, porque pues lo que interesa más es la familia cuando ya uno se casa",tan fácil cuestión trabajar trabajar pos educar hijos tratar formarlos pues interesa familia casa,Background / Antecedentes,-1,0.0
