Original Sentence,Cleaned Sentence,BERTopic Topic,Topic Probability,Predefined Topic
"IN:	Taba, taba en la pura guardarraya de Canadá, yo esa vez, cuando estuve allá",taba taba pura guardarraya canadá vez allá,-1,0.0,Violence
"GB:	Ahí en ese ranchito donde estuvimos en Canutillo la primer vez, el patrón tenía una tiendita y de allí nos surtíamos nosotros para hacer la comida ahí nosotros, de ahí mismo sacábamos y al final de semana le pagábamos la provisión",gb ahí ranchito canutillo primer vez patrón tiendita allí surtíamos hacer comida ahí ahí mismo sacábamos final semana pagábamos provisión,-1,0.0,Violence
"Hasta octubre, septiembre es cuando había cosechita de algodón, maicito, ya en octubre ya no había nada ni qué levantar",octubre septiembre cosechita algodón maicito octubre levantar,449,0.9823577421053105,Violence
"Y este lo debí de haber  entregado allá, pero no lo entregué me lo traje mire, la he guardado porque yo la guardé porque dije voy a guardarla como una identificación",debí haber entregado allá entregué traje mire guardado guardé dije voy guardarla identificación,13,1.0,Violence
"Porque ya los, toda la gente que acaban con ellos, ora quieren pura gente nueva de unos de veinte a treinta años pa que den todo lo que deben dar, entonces ya a los setenta vámonos a México porque ya no sirves tú, pos ahí tiene un peso guardado pero, ¿pa qué lo quieren",toda gente acaban ora quieren pura gente nueva veinte treinta años pa den deben dar entonces setenta vámonos méxico sirves pos ahí peso guardado pa quieren,-1,0.0,Violence
"Yo tengo unos hijos en Wichica [Wichita], también un hijo mío también es vago y le tocó ver a otro que mataron ahí y era amigo de él al que mataron",hijos wichica wichita hijo vago tocó ver mataron ahí amigo mataron,-1,0.0,Violence
"No, no, pos nosotros estábanos en un ranchito separado de la tienda, de los otros ranchos donde estaban la demás gente, ahí estábanos en la orilla",pos estábanos ranchito separado tienda ranchos demás gente ahí estábanos orilla,1,1.0,Violence
"Si esta familia que tengo fue últimamente ya, que me casé con una muchacha, tengo cuatro hijos, tan en Wichita",si familia últimamente casé muchacha cuatro hijos tan wichita,-1,0.0,Violence
"Bueno y este, también cumplimos y nos venimos a México y el [19]54 me tocó, el [19]54 me tocó, ora verá en un pueblo, que verá, La Asociación taba en un pueblo que se llama Dimmitt, Texas, muy cerquita de Lubbock, pero tábamos en un pueblito muy chiquito que se llamaba Whitesize(",bueno cumplimos venimos méxico 1954 tocó 1954 tocó ora verá pueblo verá asociación taba pueblo llama dimmitt texas cerquita lubbock tábamos pueblito chiquito llamaba whitesize,132,0.9331416079665631,Violence
"Aunque había veces que la gente que estaban ahí, como es decir, los sardos que deste, resguardaban ahí, tenía uno que en veces, en aquel tiempo, darles $1 peso o $2 pesos pa que lo pasaran a uno más, pos sí, más pronto ahí; aunque lo trajera a uno el presidente, de todos modos ahí lo estafaban a uno, sí",aunque veces gente ahí decir sardos deste resguardaban ahí veces aquel tiempo darles 1 peso 2 pesos pa pasaran pos pronto ahí aunque trajera presidente modos ahí estafaban,-1,0.0,Violence
"Todavía el [19]85 me fui con todo y familia para allá, allá estuve un año y cachito estuve",todavía 1985 familia allá allá año cachito,-1,0.0,Violence
"JE:	Ahí se quedaba aguardada y cuando salía uno, se la entregaban",je ahí quedaba aguardada salía entregaban,357,0.7451269382009648,Violence
"Pero, decía que…Ah, bueno, pero, fue un rancho cerca de…  JE:	Sí, en un ranchito",decía queah bueno rancho cerca je ranchito,1,1.0,Violence
"Al revés lo hacía pa vacilar con uno, porque lo subía derechito y luego lo dejaba caer pa bajo",revés hacía pa vacilar subía derechito luego dejaba caer pa bajo,-1,0.0,Violence
"RP:	No, en un ranchito ahí de Deming, no sé como se llamaría el ranchito pero ahí en Deming",rp ranchito ahí deming sé llamaría ranchito ahí deming,468,1.0,Violence
"Yo si no sabía qué hacer, le hacía la luchita y así, pero quizá no",si sabía hacer hacía luchita así quizá,26,0.6432818027537216,Violence
"Ya nomás pasabas ahí, había una, un guardaganado, un corral de ganado ahí",nomás pasabas ahí guardaganado corral ganado ahí,86,0.19785583307164784,Violence
Todo el tiempo a mí me ha gustado traer cartera y todo el tiempo ahí tengo mi ahorro en…  LM:	Tenía su guardadito,tiempo gustado traer cartera tiempo ahí ahorro lm guardadito,35,0.7551329494480044,Violence
"They would go through, they were formed in about four or five lines, they were placed through a Quonset hut, and they were asked to strip, and they were sprayed with a white powder all over their body, including their hair, facial hair, the hair on their head, and even around the low area",would go formed four five lines placed quonset hut asked strip sprayed white powder body including hair facial hair hair head even around low area,171,0.6265960000180268,Violence
"When they would come out of the Quonset hut, they would look at each other, and they were all white, and they’d say, “Well, I guess we’re gringos now",would come quonset hut would look white theyd say well guess gringos,30,0.5533960736357106,Violence
"The Mexican consul would invariably get together with them, every single load, and ask them if they had any complaints, if they had been mistreated, if they had been abused, if they had been exploited, if they had been paid properly",mexican consul would invariably get together every single load ask complaints mistreated abused exploited paid properly,72,1.0,Violence
"There’s just no other way but to be very, very harsh with these people, and everything was permissible, other than hitting them, but jerking them out of lines and pushing them, all that was permissible",theres way harsh people everything permissible hitting jerking lines pushing permissible,-1,0.0,Violence
"Que tenían un ranchito y casa y ahí llegamos con ellos un mes, un mes llegamos con ellos",ranchito casa ahí llegamos mes mes llegamos,125,0.28360479459650767,Violence
"DH:	Well, cross the canal where that white gate is, over there, you know",dh well cross canal white gate know,-1,0.0,Violence
"Y vendíamos lo que llegaba allí, había la, en la tienda pos digamos de nosotros y otra en el centro del ranchito y fue todo, ¿no",vendíamos llegaba allí tienda pos digamos centro ranchito,31,1.0,Violence
"Era un permiso, simplemente guardaban un récord de estas personas y ya, el ranchero se los llevaba y yo me imagino que después los traían",permiso simplemente guardaban récord personas ranchero llevaba imagino después traían,1,1.0,Violence
"In the morning, he would hitch them up and drive back home Sunday",morning would hitch drive back home sunday,6,1.0,Violence
"The plaster walls on the adobe buildings were all white, and the trim was painted a royal dark blue",plaster walls adobe buildings white trim painted royal dark blue,-1,0.0,Violence
"Each one received their utensils, but to continue with their common utensils, they would get one very large soupspoon, this was blue and white enameled metal wear, that’s what they got, it was new, it had this peculiar polka dot effect, the white coming through the blue, pretty good, there was nothing wrong with it, it was Army issue",one received utensils continue common utensils would get one large soupspoon blue white enameled metal wear thats got new peculiar polka dot effect white coming blue pretty good nothing wrong army issue,-1,0.0,Violence
"”  They had never seen white bread until they got here, but boy, did they learn to like it",never seen white bread got boy learn like,26,1.0,Violence
"It was white, enriched flour bread, worst thing you can eat, but there it was",white enriched flour bread worst thing eat,51,0.21048201475702868,Violence
"The sureños, the guys who were from the south, who were always muy indiados, they were very dark, very Indian features, they always dressed in white, white shirt, white pants",sureños guys south always indiados dark indian features always dressed white white shirt white pants,222,0.8388796061778978,Violence
"The other men called them guardapedos, because they wore narrow legs trousers",men called guardapedos wore narrow legs trousers,25,1.0,Violence
"They would wash out their white clothes, because that’s what they wore in the southern part of Mexico, it was very humid, but the guys who were from the more urban areas, they dressed differently",would wash white clothes thats wore southern part mexico humid guys urban areas dressed differently,-1,0.0,Violence
"I was just wondering, did you ever see any kind of abuse of the braceros",wondering ever see kind abuse braceros,-1,0.0,Violence
"Oh, yeah, but I never saw anybody who was abused, I never heard of any",oh yeah never saw anybody abused never heard,9,1.0,Violence
"Somebody on the farm got hurt, hit his eye, or stuck something through his hand",somebody farm got hurt hit eye stuck something hand,1,0.9075477568366335,Violence
"Venían muchos de… no, pos de todo el país de México y nomás esto los inditos estos, they would stand out because of the white clothing that they had, pero los demás eran un típico mexicanos, con su ropa de trabajo y su gorro, casi todos traiban un gorro",venían pos país méxico nomás inditos would stand white clothing demás típico mexicanos ropa trabajo gorro casi traiban gorro,19,0.6842618147898674,Violence
"Nomás lo que se alcanzara y, nomás había hasta cuarto año de todos modos en el ranchito ese, porque ya cumpliendo cuarto año, y va pa fuera",nomás alcanzara nomás cuarto año modos ranchito cumpliendo cuarto año va pa,451,1.0,Violence
Tenía que caminar un trecho largo para ir a comprar azúcar o comprar alguna cosa en otro ranchito,caminar trecho largo ir comprar azúcar comprar alguna cosa ranchito,156,0.24232721188304518,Violence
"LM:	Entonces el patrón, se llamaba este patrón, se llama igual que yo, Isidro, Isidro Fierro y ese fue mi patrón por los primeros dieciocho meses, porque el ranchito que sembraba él, eran únicamente cuarenta acres",lm entonces patrón llamaba patrón llama igual isidro isidro fierro patrón primeros dieciocho meses ranchito sembraba únicamente cuarenta acres,-1,0.0,Violence
"Desbarataron la cuadrilla, le quitaron los cuatro carros comedores, el carro de baño, el carro donde guardaban la provisión",desbarataron cuadrilla quitaron cuatro carros comedores carro baño carro guardaban provisión,-1,0.0,Violence
"VM:	Lo metieron derechito en, como en la vía, lo que ellos querían, ¿verdad",vm metieron derechito vía querían verdad,10,1.0,Violence
"Y luego ese día le avisaron al mayordomo general, que ahí estaba la provisión, porque traíamos un carro refrigerador pa, donde metían los cocineros ahí que hacían el lonche, ahí guardaban en el refrigerador la mercancía que llegaba, mayormente la que, la que se hace mala con el calor",luego día avisaron mayordomo general ahí provisión traíamos carro refrigerador pa metían cocineros ahí hacían lonche ahí guardaban refrigerador mercancía llegaba mayormente hace mala calor,-1,0.0,Violence
"Se ponía uno así el paño mire, se ponía así en los paños, nos aguardábamos así el paño, aquí en la cara, así, nomás dejábamos los ojos para ver",ponía así paño mire ponía así paños aguardábamos así paño aquí cara así nomás dejábamos ojos ver,-1,0.0,Violence
"Y no, luego luego llegaba éste, nomás le acababa de hablar y ya estaba ahí, y ahí nos lleva, derechito a la cocina ahí, ahí paraba el motor, y ya decía: “¿Quién",luego luego llegaba éste nomás acababa hablar ahí ahí lleva derechito cocina ahí ahí paraba motor decía quién,-1,0.0,Violence
"Ya nos salimos ahí a un callejoncito afuera y nos pusimos en guardia, en guardia y lo anduve tanteando, no pues no sabía pelear, ¿sabe cómo me aventaba los golpes",salimos ahí callejoncito afuera pusimos guardia guardia anduve tanteando pues sabía pelear sabe cómo aventaba golpes,-1,0.0,Violence
"Pero a veces se quebraba, se quebraba de la fuerza que hacías, se quebraba el palo, y pas, y como el freno del carro casi estaba derechito del riel, por donde va caminando una de las ruedas del tren, se quebraba el palo de la fuerza que hacías, se quebraba el palo, y pas, allá caía entre los dos huecos, o donde iban los dos carros pegados",veces quebraba quebraba fuerza hacías quebraba palo pas freno carro casi derechito riel va caminando ruedas tren quebraba palo fuerza hacías quebraba palo pas allá caía dos huecos iban dos carros pegados,-1,0.0,Violence
"Porque a veces sí iban hasta de a dos, y se quebraba el palo, y pas, caías, pero casi derechito al riel y luego llegaban las ruedotas",veces iban dos quebraba palo pas caías casi derechito riel luego llegaban ruedotas,39,0.6785619762051276,Violence
"Entonces el agua de ahí era muy salada y no me caía a mí, entonces ya nos fuimos con otro patrón, ahí mismo en otro ranchito ahí, a trabajar ahí, pero ya en el riego",entonces agua ahí salada caía entonces patrón ahí mismo ranchito ahí trabajar ahí riego,47,0.4151556102174909,Violence
"Ya el siguiente año vinimos, ahí en El Paso del Águila, en Eagle Pass, en El Paso del Águila, estaba el ranchito cerquita ahí onde trabajábamos, a donde fuimos",siguiente año vinimos ahí paso águila eagle pass paso águila ranchito cerquita ahí onde trabajábamos,226,0.6984736223901292,Violence
"Pero no nos explicaban que la guardáramos que porque un día se iba a ofrecer, no, no, nos la daban",explicaban guardáramos día iba ofrecer daban,6,1.0,Violence
"JC:	Pos no, no me acuerdo era, un rancho, un ranchito nomás el patrón vivía ahí, sí",jc pos acuerdo rancho ranchito nomás patrón vivía ahí,1,0.7505118682642893,Violence
"Cuando fui, me dio mucho, me dio recomendaciones para la, pa la gente que, pa los guardias ahí, pa que pasara, porque había guardias ahí y nomás pasaba el que traía los papeles y yo pasé y no necesité papeles",dio dio recomendaciones pa gente pa guardias ahí pa pasara guardias ahí nomás pasaba traía papeles pasé necesité papeles,-1,0.0,Violence
"Yo entré por la influencia de un político y luego el soldado que estaba allí, había estado en El Oro, el que estaba de guardia, había estado en Del Oro, me conoció y luego: “Pasa, pasa, pasa acá”",entré influencia político luego soldado allí oro guardia oro conoció luego pasa pasa pasa acá,104,0.49708685891685045,Violence
"Ahí en los ejidos, un ranchito que está ahí cerquita y trabajaba de lechero",ahí ejidos ranchito ahí cerquita trabajaba lechero,0,1.0,Violence
"Y luego ya, como ahí andaban los soldados, que guardaban a uno, que guardaran la distancia y todo, bueno, entonces ya me…  MP:	¿Soldados mexicanos",luego ahí andaban soldados guardaban guardaran distancia bueno entonces mp soldados mexicanos,19,0.5497226427232396,Violence
"Sí, más o menos, fue lo que estuvimos allá, como un mes, un mes y cachito yo creo",menos allá mes mes cachito creo,-1,0.0,Violence
"En la Hachita, Nuevo México, ta de Deming así para el lado de Palomas",hachita nuevo méxico ta deming así lado palomas,131,0.9711131089799807,Violence
"ME:	Y yo estaba de guardia en de ese día y me tocó hablar a todos los traductores de, códices y para que de una vez vinieran a decodificar la información que sucedió, que estaban mandando a todos los consulados del mundo",guardia día tocó hablar traductores códices vez vinieran decodificar información sucedió mandando consulados mundo,317,1.0,Violence
"Y pues, les daban un comprobante y esos los guardaban como papeles, y cuando llegaba La Imigración: “¿Cuánto tiempo tienes aquí",pues daban comprobante guardaban papeles llegaba imigración cuánto tiempo aquí,40,0.6478470915563215,Violence
"Entonces mi papá se hizo de un terrenito y en el ranchito ahí en la casa tenía sus puerquitos, sus marranitos, tenía la vaquita, tenía la gallina, tenía el conejo, total que nosotros hambre nunca la tuvimos",entonces papá hizo terrenito ranchito ahí casa puerquitos marranitos vaquita gallina conejo total hambre nunca,3,1.0,Violence
"Porque allá nadie tiene caballada, mulada, pos la guardan nomás para el caballito dominguero, para los niños para que anden en sus caballitos",allá nadie caballada mulada pos guardan nomás caballito dominguero niños anden caballitos,-1,0.0,Violence
"(risas) Pos que la gente venía, estaba, contenta, estaba alegre, se portaban bien, había seguridad ahí, había guardias y todo así es que todo, todo se hacía en paz, no había desorden de ningún tipo",risas pos gente venía contenta alegre portaban bien seguridad ahí guardias así hacía paz desorden ningún tipo,12,1.0,Violence
"FC:	Y ustedes, bueno, guardaban los archivos me imagino diariamente, ¿verdad",fc ustedes bueno guardaban archivos imagino diariamente verdad,10,0.546004429447277,Violence
"Sí y luego yo por los ranchitos chiquitos, juntaba el que iba acabando de piscar, a veces que los juntaban me los daban a mí",luego ranchitos chiquitos juntaba iba acabando piscar veces juntaban daban,-1,0.0,Violence
"LM:	Usted sabe, pochitos, americanos que hablaban poco el español, nos procuraban mucho",lm usted sabe pochitos americanos hablaban español procuraban,33,0.137397719340457,Violence
"NH:	Muy bonito, unas casitas, un ranchito muy bonito",nh bonito unas casitas ranchito bonito,-1,0.0,Violence
"It was so funny, because when they came in, a lot of them came in from Oaxaca and different places like that, and they would come in with their white clothes, they came in with huaraches, those sandals",funny came lot came oaxaca different places like would come white clothes came huaraches sandals,-1,0.0,Violence
"We didn’t know what they had, bronchitis, tuberculosis, or VD [venereal disease]",didnt know bronchitis tuberculosis vd venereal disease,-1,0.0,Violence
"Of course, they used to beat us, because they had nothing else to do but practice",course used beat us nothing else practice,-1,0.0,Violence
"RA:	Bueno, pos yo nací en el Municipio de Gran Morelos, en un ranchito que está cerca de ahí del municipio, Gran Morelos, Chihuahua",ra bueno pos nací municipio gran morelos ranchito cerca ahí municipio gran morelos chihuahua,16,0.36914260832374474,Violence
"RV:	It was usually white, and it was a real fine canvas-like material, like a flower shop material",rv usually white real fine canvaslike material like flower shop material,-1,0.0,Violence
"They were kinda like, I would say, weather beaten, for years, it’s not been the years—life has not been kind to them, you could tell",kinda like would say weather beaten years yearslife kind could tell,34,0.8250227775663891,Violence
"Y luego, es que un día antes había un teniente, un oficial, del Ejército, ese se encargaba de revisar las cartillas poquito antes de entrar, aquí estaba ese oficial y soldados ahí pa guardar el orden y ya cuando daban grito, bueno, llegaban con el jefe de contratación y allí había un fotógrafo ahí que pagaba uno $3 pesos pa que lo retrataran",luego día teniente oficial ejército encargaba revisar cartillas poquito entrar aquí oficial soldados ahí pa guardar orden daban grito bueno llegaban jefe contratación allí fotógrafo ahí pagaba 3 pesos pa retrataran,104,0.34593508464964584,Violence
"FC:	Y en el tiempo que estuvo usted ahí trabajando en este ranchito, aquí en Ysleta, ¿le tocó que contrataran a algún ilegal",fc tiempo usted ahí trabajando ranchito aquí ysleta tocó contrataran algún ilegal,105,0.2763215754701596,Violence
"Yo sabía porque vine, yo vine y lo… Ahí tiene un ranchito él, cerquita de Ysleta, on taba La Asociación",sabía vine vine ahí ranchito cerquita ysleta taba asociación,26,0.875836159623353,Violence
"Cuando entró ése, una vez hizo una hilera de carrizos y las puso derechitas y luego dice: “Ora, a ver quién se hecha esa raya”",entró ése vez hizo hilera carrizos puso derechitas luego dice ora ver quién hecha raya,-1,0.0,Violence
"Duré en, yo creo que a lo mejor son unos dos años sin ir por allá pa mi casa, pos andaba arreglando papeles, no tenía que salir de ahí y me tuve que aguardar",duré creo mejor dos años ir allá pa casa pos andaba arreglando papeles salir ahí aguardar,93,0.9977159412530399,Violence
"VD:	Sus papás… 2do:	Pero en los papeles no los tenías así, [d]onde los, onde los contratos, acuérdate porque como en…  JO:	Bueno, es que hay una equivocación que, que en los papeles de, de bracero le puse, o sea que, que en el ése que le dan a uno, un cachito de cuando uno nacía, era del [19]33",vd papás 2do papeles así onde contratos acuérdate jo bueno equivocación papeles bracero puse ése dan cachito nacía 1933,-1,0.0,Violence
"JO:	Sí había escuela, pero nosotros teníamos un ranchito que era, era como una hacienda y pos no había escuela, porque no había este, pues en aquel tiempo se usaban mucho las escuelas este, rurales, ¿verdad",jo escuela ranchito hacienda pos escuela pues aquel tiempo usaban escuelas rurales verdad,38,1.0,Violence
"Y yo soy de un ranchito ahí cerquita de Doctor Arroyo, pero digo yo, pos es Doctor Arroyo",ranchito ahí cerquita doctor arroyo digo pos doctor arroyo,64,0.681794260961137,Violence
"El ranchito se llamaba El Buey, que le decían El Buey (ininteligible) a él",ranchito llamaba buey decían buey ininteligible,59,0.5738303432472479,Violence
"JO:	Ahí en el ranchito, ahí vivimos hasta el… 2do:	Hasta 1963",jo ahí ranchito ahí vivimos 2do 1963,-1,0.0,Violence
"Y ahí esas cinco personas pos que es que, pos los dejaba uno malos compañeros, que eran conflictivos, que pos trataban de andar con coraje, pos tenía uno razón porque pos tanto trabajaba pobre gente",ahí cinco personas pos pos dejaba malos compañeros conflictivos pos trataban andar coraje pos razón pos trabajaba pobre gente,111,0.7314425749085403,Violence
"Todo eso se quedó allá en un, guardado, pero ya ahorita ya el rancho ya ni existe",quedó allá guardado ahorita rancho existe,1,1.0,Violence
"Y este, las muchachitas nos llevaban a correr su parque y otra y entonces nos llevaron ahí a, nos decían que si queríamos ir a jugar pelota o algo ahí en el cementerio",muchachitas llevaban correr parque entonces llevaron ahí decían si queríamos ir jugar pelota ahí cementerio,-1,0.0,Violence
"(entrevista interrumpida)  CP:	Bueno, mire, aquí en la, aquí en esta casa porque anduvimos donde quiera, nos cambiamos acá de allá donde nació la hermana de ella, Conchita, Cande nació allá y otra de ellas nació, aquella muchacha, ¿sabe dónde estaba una tortillería El Barrón",entrevista interrumpida cp bueno mire aquí aquí casa anduvimos quiera cambiamos acá allá nació hermana conchita cande nació allá nació aquella muchacha sabe dónde tortillería barrón,241,0.12250945330572852,Violence
"Ahí estaba una casita, ahí nació una de mis hijas, Conchita",ahí casita ahí nació hijas conchita,-1,0.0,Violence
"Porque y hablando de eso, una vez me acuerdo este, mi hermano, ya íbamos él y yo, nos llevaron, nos invitaron esas muchachitas a conocer los papás de ella, de ellas",hablando vez acuerdo hermano íbamos llevaron invitaron muchachitas conocer papás,8,0.7696560626384813,Violence
"Y lo mismo el, el sugar beat es este, una que así como jícama, así enorme, grandota, la poníamos aquí, le dábamos trancazos, caía la, caían las hojas y llenábamos, no costales, eran este…  VD:	¿Cajas",mismo sugar beat así jícama así enorme grandota poníamos aquí dábamos trancazos caía caían hojas llenábamos costales vd cajas,-1,0.0,Violence
"Luego me agarré otro trabajo aquí en la Calcachú, maderería de Calcachú que está aquí, también está por el Mont White, ahí así está, ¿sabe dónde está lo de Mont White",luego agarré trabajo aquí calcachú maderería calcachú aquí mont white ahí así sabe dónde mont white,-1,0.0,Violence
"Entonces en aquellos tiempos sí, con un guardadito más o menos sí hacía, llegó a hacer dinerito, pero era contada la gente",entonces aquellos tiempos guardadito menos hacía llegó hacer dinerito contada gente,5,0.8516393060981595,Violence
Contada la gente que hacía ese dinero porque se dedicaban nomás a puro trabajar y a puro guardar,contada gente hacía dinero dedicaban nomás puro trabajar puro guardar,-1,0.0,Violence
"No, pues ya se, luego se (ininteligible) guardaganados, pues estaba angostito",pues luego ininteligible guardaganados pues angostito,-1,0.0,Violence
"Ora digo, pos si uno, tuvimos las ésas (ininteligible) la familia, que fue muchita familia, pues por esa parte también sí se ayudó uno de aquí de Estados Unidos",ora digo pos si ésas ininteligible familia muchita familia pues parte ayudó aquí unidos,-1,0.0,Violence
"Y me acuerdo que, que del, nombraban el ranchito ahí este, Casa Blanca",acuerdo nombraban ranchito ahí casa blanca,282,0.17915043642783568,Violence
"Y tenía uno que andar bien derechito, derechito, nosotros no tuvimos este, bonita infancia",andar bien derechito derechito bonita infancia,-1,0.0,Violence
"Llegó acá el borrachito y luego luego nos llamó a todos a tomar, y sí le agarraron una cerveza, pues como quiera, y a mí me llamó y este, no quise, no quise cerveza",llegó acá borrachito luego luego llamó tomar agarraron cerveza pues quiera llamó quise quise cerveza,65,0.1757059719972401,Violence
"EF:	Los, los apretaba pa sacarles el jugo y los volvía a guardar y se comía la tortilla con el jugo",ef apretaba pa sacarles jugo volvía guardar comía tortilla jugo,51,0.39866596792232517,Violence
"Yo estaba sentado en la orilla de la piscina, me voy, derechito jui a dar a ella, derechito",sentado orilla piscina voy derechito jui dar derechito,-1,0.0,Violence
"Luego luego llegó el, los, los esos que están resguardando que no se fijaron cómo cayó ni, ni les llamó la atención ir a sacarla",luego luego llegó resguardando fijaron cómo cayó llamó atención ir sacarla,116,1.0,Violence
"Y tablero para amasar la masa y todo, para guardar material también ahí mismo adentro de la, en un cuarto como éste, del vidraje, ¿no",tablero amasar masa guardar material ahí mismo adentro cuarto éste vidraje,-1,0.0,Violence
"Lo sacaban del horno y lo acomodábamos en una tabla así de anchita, cuatro piezas en cada, en cada este, ¿qué dijera yo",sacaban horno acomodábamos tabla así anchita cuatro piezas cada cada dijera,88,0.7547284209397846,Violence
"Ya ve que siempre estamos deseando comprar algún mueblecito o algún animal, digamos, o en cambio a guardar un dinero para más adelante, no sabemos, pues sí",siempre deseando comprar algún mueblecito algún animal digamos cambio guardar dinero adelante sabemos pues,86,0.21083506096570273,Violence
"Allá no, allá llegan derechito y: “A ver, ¿qué, qué tiene aquí",allá allá llegan derechito ver aquí,54,0.6668872413447525,Violence
"BT:	Pos con lo que yo tenía, porque yo, en La Asociación yo, el dinero en vez de traerlo, yo se lo daba al patrón que me lo guardara pa cuando yo lo necesitara",bt pos asociación dinero vez traerlo daba patrón guardara pa necesitara,5,1.0,Violence
", entonces ella este, mi señora estuvo guardando dinero, guardando dinero",entonces señora guardando dinero guardando dinero,5,0.8486526484397223,Violence
"JV:	No, eran de ahí de un ranchito que se llama Potrerillos, Guanajuato",jv ahí ranchito llama potrerillos guanajuato,468,1.0,Violence
"Tuve que mocharle y yo estaba guardando las puertitas, pero no, pos llegó el día que se desapareció todo eso, nomás nos quedaron dos banquitos",mocharle guardando puertitas pos llegó día desapareció nomás quedaron dos banquitos,138,0.44146211978491934,Violence
"MO:	Haz de cuenta que estás en Estados Unidos, porque son unos surcos, están bien derechitos y bien grandes que están, como de una milla, sí",mo haz cuenta unidos surcos bien derechitos bien grandes milla,251,0.7747652004991976,Violence
"JS:	O sea que guardamos un poco pa acá y ya lo demás casi todo lo molemos, forraje pa los animales",js guardamos pa acá demás casi molemos forraje pa animales,86,0.5650878846749898,Violence
JS:	No pues gracias a usted que haya gente quién se preocupe por guardar como una historia del país de uno,js pues gracias usted gente quién preocupe guardar historia país,-1,0.0,Violence
"Y ya lo único que nos quedaba de temporal, de lo que sembrábamos, ya lo guardábamos para… Ya después se compró una vaquita y ya después ya tenía dos y ahí nos íbamos, ahí",único quedaba temporal sembrábamos guardábamos después compró vaquita después dos ahí íbamos ahí,-1,0.0,Violence
"VM:	Mandaban la lista, mandaban la lista y este, entonces, le decíamos: “No”, le digo, este, ya derechito a uno del sindicato, de los secretarios de este, del sindicato",vm mandaban lista mandaban lista entonces decíamos digo derechito sindicato secretarios sindicato,-1,0.0,Violence
"No, no era, no era como para decir: “Voy a guardar muchos dólares para mandarlos a México o guardarlos yo”",decir voy guardar dólares mandarlos méxico guardarlos,-1,0.0,Violence
"Le guardé su lugar y pos sí, los primeros días sí sufrió y sufrí yo, porque pos levantaba poco maíz y todo",guardé lugar pos primeros días sufrió sufrí pos levantaba maíz,6,0.9896941005424996,Violence
"SJ:	Sí, y llevaba el saco, sí, la saca como si hubiera sido un palo, derechita, yo igual, porque piscábamos recio los dos",sj llevaba saco saca si sido palo derechita igual piscábamos recio dos,278,1.0,Violence
