Original Sentence,Cleaned Sentence,Predefined Topic,BERTopic Topic,Topic Probability
"No sé, que tuvo problemas con el patrón, que ahí en la labor de que… No sé, de que se peleaba con el patrón o de que tuvieron algún accidente o algo",sé problemas patrón ahí labor sé peleaba patrón algún accidente,Labor Experiences / Experiencias laborales,294,0.22091282437279233
"AD:	Que si conocía el algodón, porque para eso iba, para la pisca del algodón, iba contratado para la pisca del algodón",ad si conocía algodón iba pisca algodón iba contratado pisca algodón,Labor Experiences / Experiencias laborales,6,0.8574926823364999
"“No”, le digo, “pues sí lo conozco, aquí he trabajado en la agricultura en, cuando se está sembrando el algodón, cuando se esta levantando el algodón y todo eso”",digo pues conozco aquí trabajado agricultura sembrando algodón levantando algodón,Labor Experiences / Experiencias laborales,6,0.6171178602760925
"Ya más o menos le dije, pos lo empezaba yo apenas a conocer el algodón, ¿verdad",menos dije pos empezaba apenas conocer algodón verdad,Labor Experiences / Experiencias laborales,6,0.8101175786388225
"Yo mi trabajo era andar con mi papá pos cuando estaba chico pos sobre el arado, sobre la agricultura no más",trabajo andar papá pos chico pos arado agricultura,Labor Experiences / Experiencias laborales,242,0.945008213051823
"AD:	No, me dio mucho gusto porque yo vi la labor, bastante labor, bastante algodón, bastante trabajo y éramos la cantidad de braceros ahí como unos ochenta",ad dio gusto vi labor bastante labor bastante algodón bastante trabajo cantidad braceros ahí ochenta,Labor Experiences / Experiencias laborales,6,0.4132697620675828
"Conforme a mi edad, yo no le voy a decir que voy a piscar una tonelada de algodón, pero sobre mi edad yo pisco, yo trabajo todo el día y claro, me sale una jugada, ¡juego",conforme edad voy decir voy piscar tonelada algodón edad pisco trabajo día claro sale jugada juego,Labor Experiences / Experiencias laborales,6,0.29855676577787954
"Yo cuando llegué allá a Estados Unidos y empecé a piscar algodón se me inflamaron las manos y luego me fui con el doctor, le digo: “Pos quién sabe qué me pasaría”",llegué allá unidos empecé piscar algodón inflamaron manos luego doctor digo pos quién sabe pasaría,Labor Experiences / Experiencias laborales,6,0.2858555024263014
"MP:	O sea que, ¿cuántas horas trabajaba al día o cuántas libras",mp cuántas horas trabajaba día cuántas libras,Labor Experiences / Experiencias laborales,275,0.6309549585448034
"Vamos haciéndola, el que pisque más kilos y el que pisque mejor en tanto en la mata, como al vaciar que vaya limpio el algodón, que no eche basura”",vamos haciéndola pisque kilos pisque mejor mata vaciar vaya limpio algodón eche basura,Labor Experiences / Experiencias laborales,6,0.7912240192906932
"Y en la forma que no se hizo la jugada jue en que, ya se juntaron los dos mayordomos: “Tu hecha la jugada, nomás que las condiciones son éstas”, dijo el otro, dijo, “mi jugador, dice que, que en cinco horas”",forma hizo jugada jue juntaron dos mayordomos hecha jugada nomás condiciones éstas dijo dijo jugador dice cinco horas,Labor Experiences / Experiencias laborales,272,0.8979014182777357
"Más, menos horas no puedo asegurar yo nada, me puede ganar, pero de sol a sol dudo que me gane”",menos horas puedo asegurar puede ganar sol sol dudo gane,Labor Experiences / Experiencias laborales,272,0.8926870067031069
"Pos había muchas apuestas y nomás por eso, no se acoplaron, porque uno cinco horas y el otro de sol a sol",pos muchas apuestas nomás acoplaron cinco horas sol sol,Labor Experiences / Experiencias laborales,272,0.7744572049858586
"Digo, pero que si estaban pesados yo creo los dos, el otro ha de haber sido muy rápido, yo creo, pero en cinco horas nomás, ya más ya no, y éste otro de sol a sol",digo si pesados creo dos haber sido rápido creo cinco horas nomás éste sol sol,Labor Experiences / Experiencias laborales,272,0.8377353954917517
"Pos a mí se me hace que a la mejor le hubiera ganado el de nosotros porque piscaba muy bonito, muy bien la mata y muy bien el algodón, lo dejaba bien, bien limpio",pos hace mejor ganado piscaba bonito bien mata bien algodón dejaba bien bien limpio,Labor Experiences / Experiencias laborales,6,0.29755662998217836
"Pero al vaciar su algodón y al revisarle la mata, ahí no la va a hacer porque ese hombre llevaba todo, bien piscado en la mata y no iba sucio el algodón y cantidad de libras que piscaba",vaciar algodón revisarle mata ahí va hacer hombre llevaba bien piscado mata iba sucio algodón cantidad libras piscaba,Labor Experiences / Experiencias laborales,6,0.5223277467121955
"Unos veinte años, yo creo, por ahí, muy bueno pa piscar algodón",veinte años creo ahí bueno pa piscar algodón,Labor Experiences / Experiencias laborales,6,0.44197824834932925
Pos todavía salía yo tardísimo de allá y luego ahí me entretenía como dos horas cargando esos camiones y luego ya llegaba a mi casa a dormir pos ya nochísimo,pos todavía salía tardísimo allá luego ahí entretenía dos horas cargando camiones luego llegaba casa dormir pos nochísimo,Labor Experiences / Experiencias laborales,21,0.24036820053415175
MP:	¿Hasta qué edad usted trabajó con su papá ayudándole ahí en el rancho,mp edad usted trabajó papá ayudándole ahí rancho,Labor Experiences / Experiencias laborales,448,0.8888187368725732
"Y, ¿siempre anduvo nada más trabajando en el algodón o estuvo haciendo otras cosas",siempre anduvo trabajando algodón haciendo cosas,Labor Experiences / Experiencias laborales,6,0.7794188530963428
"FM:	No, no, no, seguía el, seguido el…  MP:	Y cuando se iban a trabajar ahí a la labor, ¿les daban que llevaran lonche o tenían que regresar para comer acá al comedor",fm seguía seguido mp iban trabajar ahí labor daban llevaran lonche regresar comer acá comedor,Labor Experiences / Experiencias laborales,-1,0.0
"MP:	¿Cuál de los dos trabajos era más pesado, el betabel o el algodón",mp cuál dos trabajos pesado betabel algodón,Labor Experiences / Experiencias laborales,6,0.7884432117477445
"Pero el algodón pos tiene uno que traer el saco arrastrando, pero no es igual a irle jalando por medio de las piernas va uno, deste, echándole",algodón pos traer saco arrastrando igual irle jalando medio piernas va deste echándole,Labor Experiences / Experiencias laborales,6,0.543680368975541
"MP:	Y, ¿en dónde le pagaban mejor en el betabel o en el algodón",mp dónde pagaban mejor betabel algodón,Labor Experiences / Experiencias laborales,6,0.4811479790298367
"MP:	Entonces sí les convenía más que el algodón, porque me imagino que el algodón pos tenían que piscar mucho, mas o menos para que le saliera",mp entonces convenía algodón imagino algodón pos piscar mas menos saliera,Labor Experiences / Experiencias laborales,6,1.0
"Ocho, ocho días trabajados, pero once horas diarias, ¿me entiende",ocho ocho días trabajados horas diarias entiende,Labor Experiences / Experiencias laborales,-1,0.0
"Ahí te… Ahí empezamos en el betabel y luego nos pasaron a Scott City y luego a, ¿cómo dije ahorita",ahí ahí empezamos betabel luego pasaron scott city luego cómo dije ahorita,Labor Experiences / Experiencias laborales,-1,0.0
"“Y allá en el otro rancho, el acre lo sacaba antes de, como en ocho horas",allá rancho acre sacaba ocho horas,Labor Experiences / Experiencias laborales,120,0.7369536532226078
"Entonces me llevaron a cobrar más liviano el trabajo en la esta… Nomás que pos yo trabajaba ocho horas en el bill acá en la tierra, ¿no",entonces llevaron cobrar liviano trabajo nomás pos trabajaba ocho horas bill acá tierra,Labor Experiences / Experiencias laborales,120,0.6429635551209862
"Y allá, allá tenía que trabajar en la fábrica doce horas pa completar lo que ganaba yo, porque acá…  MP:	Y, ¿cuánto le pagaban aquí en el maíz",allá allá trabajar fábrica doce horas pa completar ganaba acá mp cuánto pagaban aquí maíz,Labor Experiences / Experiencias laborales,-1,0.0
"Este de los braceros pos iba despacito y luego llegaba, y de repente dijo: “Bueno pos aquí nos vamos a estar cuatro o cinco horas en la estación”",braceros pos iba despacito luego llegaba repente dijo bueno pos aquí vamos cuatro cinco horas estación,Labor Experiences / Experiencias laborales,-1,0.0
"A nosotros cuando llegamos, que íbanos de aquí para allá, que llegamos a Chicago pos nos tuvieron seis horas ahí en la estación para que el tren que venía de allá, pa poder, que nos diera chanza, yo creo, ¡no sé",llegamos íbanos aquí allá llegamos chicago pos seis horas ahí estación tren venía allá pa poder diera chanza creo sé,Labor Experiences / Experiencias laborales,106,0.06959428061077903
"MP:	Porque tenía la curiosidad si era diferente cuando iban a trabajar a la labor, en el campo, o cuando iban a trabajar por ejemplo en el ferrocarril",mp curiosidad si diferente iban trabajar labor campo iban trabajar ejemplo ferrocarril,Labor Experiences / Experiencias laborales,14,0.44271834653732706
"Y allá, nos tocó el tapeo, o sea ya onde van a sacar el betabel",allá tocó tapeo onde van sacar betabel,Labor Experiences / Experiencias laborales,52,1.0
"Y el tapeo ya para sacar el betabel, ése lo pagaban por toneladas, pero no me acuerdo cuánto la tonelada",tapeo sacar betabel ése pagaban toneladas acuerdo cuánto tonelada,Labor Experiences / Experiencias laborales,-1,0.0
"Y llenaba y se iba la troca llena de betabel, iba y la pesaba y regresaba y le daban a uno el tíquete, cuantas, cuantas toneladas, digo o libras, eran las que…  MP:	Habían hecho",llenaba iba troca llena betabel iba pesaba regresaba daban tíquete cuantas cuantas toneladas digo libras mp hecho,Labor Experiences / Experiencias laborales,346,1.0
"En septiembre ya pa los estados de adentro, ve al betabel, ya todo esos trabajos, pepino y todo eso",septiembre pa adentro betabel trabajos pepino,Labor Experiences / Experiencias laborales,46,1.0
"Y luego después ya en mayo acá en el algodón, aquí por Texas, Nuevo México, todo eso",luego después mayo acá algodón aquí texas nuevo méxico,Labor Experiences / Experiencias laborales,170,0.277629576219635
"GB:	No, pos bien, taba bien, pos ahí trabajamos en el betabel",gb pos bien taba bien pos ahí trabajamos betabel,Labor Experiences / Experiencias laborales,145,0.16395518567584225
"MP:	Me decía que ya, en el betabel iba más bien ahí… 2do:	 ¿Ahí se queda",mp decía betabel iba bien ahí 2do ahí queda,Labor Experiences / Experiencias laborales,53,1.0
"Nos pagaba a peso las cien libras de algodón, ¿usted se imagina",pagaba peso cien libras algodón usted imagina,Labor Experiences / Experiencias laborales,6,0.5208248050476153
"EG:	Sí, en todas las partes estuve en algodón, fui como siete veces y todo estuve puro algodón, nomás en Colorado estuve en el betabel",eg todas partes algodón siete veces puro algodón nomás colorado betabel,Labor Experiences / Experiencias laborales,6,0.8191479316229788
"EG:	Los del algodón eran de tres meses, noventa días",eg algodón tres meses noventa días,Labor Experiences / Experiencias laborales,353,0.9719303943255114
"EG:	Por, porque los betabel no aguantaban, no duraba el betabel los tres meses",eg betabel aguantaban duraba betabel tres meses,Labor Experiences / Experiencias laborales,118,0.9767412458857759
"MP:	Aquí en los del algodón, platíqueme cómo era un trabajo, o sea, ¿qué hacía cuando trabajaba el algodón",mp aquí algodón platíqueme cómo trabajo hacía trabajaba algodón,Labor Experiences / Experiencias laborales,6,0.9626779637483406
"EG:	Sí, pos el algodón, usted debe de conocer las matas del algodón, ¿no",eg pos algodón usted debe conocer matas algodón,Labor Experiences / Experiencias laborales,6,0.8505823156365262
"(entrevista interrumpida)  MP:	Bueno, sí, nos habíamos quedado en que, cómo es diferente trabajar el algodón y el betabel",entrevista interrumpida mp bueno quedado cómo diferente trabajar algodón betabel,Labor Experiences / Experiencias laborales,6,0.5277925701428928
"EG:	El algodón, el algodón ese…  MP:	Y eran surcos de dos kilómetros",eg algodón algodón mp surcos dos kilómetros,Labor Experiences / Experiencias laborales,6,0.4043851183835598
"EG:	El algodón, ése hay que piscarlo de abajo para arriba",eg algodón ése piscarlo abajo arriba,Labor Experiences / Experiencias laborales,6,0.7583814042290485
"Y el betabel, pues ése nos dan un azadoncito chiquito para desahijarlo nomás a que quedara de este largo, de este una mata de y otra",betabel pues ése dan azadoncito chiquito desahijarlo nomás quedara largo mata,Labor Experiences / Experiencias laborales,-1,0.0
"El betabel ése sí no, nomás lo desahijamos, ése no lo cosechamos, no",betabel ése nomás desahijamos ése cosechamos,Labor Experiences / Experiencias laborales,220,0.8475985389417928
"Iba otra gente, a mí no me tocó, no me tocó ir al betabel otra vez",iba gente tocó tocó ir betabel vez,Labor Experiences / Experiencias laborales,2,1.0
"No, pos venía a este, le daban a la primer pisca, y volvía a echar más algodón y le daban a otra pisca, hasta tres, primera, segunda y tercera",pos venía daban primer pisca volvía echar algodón daban pisca tres primera segunda tercera,Labor Experiences / Experiencias laborales,-1,0.0
"MP:	¿Cuál trabajo era más pesado, el betabel o el algodón",mp cuál trabajo pesado betabel algodón,Labor Experiences / Experiencias laborales,6,0.7076212798490293
"EG:	Sí, el betabel era muy pesado por la cosa que andaba uno hincado todo el día",eg betabel pesado cosa andaba hincado día,Labor Experiences / Experiencias laborales,5,1.0
"Y el algodón, pos con el costal arrastrándolo todo el día, como un animal, igual",algodón pos costal arrastrándolo día animal igual,Labor Experiences / Experiencias laborales,6,0.31608855329398017
"Lo que eran los negros, los americanos, no veía usted un negro, un americano piscando algodón",negros americanos veía usted negro americano piscando algodón,Labor Experiences / Experiencias laborales,18,0.1441361984235924
"AD:	Que si conocía el algodón, porque para eso iba, para la pisca del algodón, iba contratado para la pisca del algodón",ad si conocía algodón iba pisca algodón iba contratado pisca algodón,Labor Experiences / Experiencias laborales,6,0.839141334490974
"“No”, le digo, “pues sí lo conozco, aquí he trabajado en la agricultura en, cuando se está sembrando el algodón, cuando se esta levantando el algodón y todo eso”",digo pues conozco aquí trabajado agricultura sembrando algodón levantando algodón,Labor Experiences / Experiencias laborales,6,0.3732290253016606
"Ya más o menos le dije, pos lo empezaba yo apenas a conocer el algodón, ¿verdad",menos dije pos empezaba apenas conocer algodón verdad,Labor Experiences / Experiencias laborales,6,0.5829780873983239
"Yo mi trabajo era andar con mi papá pos cuando estaba chico pos sobre el arado, sobre la agricultura no más",trabajo andar papá pos chico pos arado agricultura,Labor Experiences / Experiencias laborales,242,1.0
"AD:	No, me dio mucho gusto porque yo vi la labor, bastante labor, bastante algodón, bastante trabajo y éramos la cantidad de braceros ahí como unos ochenta",ad dio gusto vi labor bastante labor bastante algodón bastante trabajo cantidad braceros ahí ochenta,Labor Experiences / Experiencias laborales,6,0.5813892882491832
"Conforme a mi edad, yo no le voy a decir que voy a piscar una tonelada de algodón, pero sobre mi edad yo pisco, yo trabajo todo el día y claro, me sale una jugada, ¡juego",conforme edad voy decir voy piscar tonelada algodón edad pisco trabajo día claro sale jugada juego,Labor Experiences / Experiencias laborales,6,0.31455038533891944
"Yo cuando llegué allá a Estados Unidos y empecé a piscar algodón se me inflamaron las manos y luego me fui con el doctor, le digo: “Pos quién sabe qué me pasaría”",llegué allá unidos empecé piscar algodón inflamaron manos luego doctor digo pos quién sabe pasaría,Labor Experiences / Experiencias laborales,-1,0.0
"MP:	O sea que, ¿cuántas horas trabajaba al día o cuántas libras",mp cuántas horas trabajaba día cuántas libras,Labor Experiences / Experiencias laborales,275,0.627707330396436
"Vamos haciéndola, el que pisque más kilos y el que pisque mejor en tanto en la mata, como al vaciar que vaya limpio el algodón, que no eche basura”",vamos haciéndola pisque kilos pisque mejor mata vaciar vaya limpio algodón eche basura,Labor Experiences / Experiencias laborales,6,0.6422528614815938
"Y en la forma que no se hizo la jugada jue en que, ya se juntaron los dos mayordomos: “Tu hecha la jugada, nomás que las condiciones son éstas”, dijo el otro, dijo, “mi jugador, dice que, que en cinco horas”",forma hizo jugada jue juntaron dos mayordomos hecha jugada nomás condiciones éstas dijo dijo jugador dice cinco horas,Labor Experiences / Experiencias laborales,272,0.8939847250594284
"Más, menos horas no puedo asegurar yo nada, me puede ganar, pero de sol a sol dudo que me gane”",menos horas puedo asegurar puede ganar sol sol dudo gane,Labor Experiences / Experiencias laborales,272,0.9006625532981415
"Pos había muchas apuestas y nomás por eso, no se acoplaron, porque uno cinco horas y el otro de sol a sol",pos muchas apuestas nomás acoplaron cinco horas sol sol,Labor Experiences / Experiencias laborales,272,0.7941349529459013
"Digo, pero que si estaban pesados yo creo los dos, el otro ha de haber sido muy rápido, yo creo, pero en cinco horas nomás, ya más ya no, y éste otro de sol a sol",digo si pesados creo dos haber sido rápido creo cinco horas nomás éste sol sol,Labor Experiences / Experiencias laborales,272,0.8312009359183483
"Pos a mí se me hace que a la mejor le hubiera ganado el de nosotros porque piscaba muy bonito, muy bien la mata y muy bien el algodón, lo dejaba bien, bien limpio",pos hace mejor ganado piscaba bonito bien mata bien algodón dejaba bien bien limpio,Labor Experiences / Experiencias laborales,6,0.47163852762350694
"Pero al vaciar su algodón y al revisarle la mata, ahí no la va a hacer porque ese hombre llevaba todo, bien piscado en la mata y no iba sucio el algodón y cantidad de libras que piscaba",vaciar algodón revisarle mata ahí va hacer hombre llevaba bien piscado mata iba sucio algodón cantidad libras piscaba,Labor Experiences / Experiencias laborales,6,0.5167578899773165
"Unos veinte años, yo creo, por ahí, muy bueno pa piscar algodón",veinte años creo ahí bueno pa piscar algodón,Labor Experiences / Experiencias laborales,6,0.3332563452424883
Pos todavía salía yo tardísimo de allá y luego ahí me entretenía como dos horas cargando esos camiones y luego ya llegaba a mi casa a dormir pos ya nochísimo,pos todavía salía tardísimo allá luego ahí entretenía dos horas cargando camiones luego llegaba casa dormir pos nochísimo,Labor Experiences / Experiencias laborales,21,0.12399658258382346
"FG:	Y no estaban impuestos a estos, a estos trabajos de aquí de… Por ejemplo Texas, algodón todo eso",fg impuestos trabajos aquí ejemplo texas algodón,Labor Experiences / Experiencias laborales,170,0.34493241031152
"Entonces el americano hacía preguntas y dijo: “Muchachos”, dijo, “queremos pura gente para Texas, ¿han piscado algodón",entonces americano hacía preguntas dijo muchachos dijo queremos pura gente texas piscado algodón,Labor Experiences / Experiencias laborales,170,0.12014083345820875
"Y entonces dijo el gabacho, dijo: “Pues yo voy a, vamos a piscar algodón”, dijo “a ver cuántos saben piscar algodón”",entonces dijo gabacho dijo pues voy vamos piscar algodón dijo ver cuántos saben piscar algodón,Labor Experiences / Experiencias laborales,6,0.9501509454672008
"Y se puso a piscar como si fueran manzanas acá arriba y yo me puse a piscar algodón acá abajo y entonces ya me dijo: “Hazte para allá”, dijo",puso piscar si manzanas acá arriba puse piscar algodón acá abajo entonces dijo hazte allá dijo,Labor Experiences / Experiencias laborales,6,0.4202800726092183
Y les dijo a los demás: “¿Qué tamaño de algodón han piscado ustedes,dijo demás tamaño algodón piscado ustedes,Labor Experiences / Experiencias laborales,6,0.918882442809317
"Pues ahí cuando había algodón regaba, este, piscaba uno y cuando se trataba de sembrarlo, de regarlo",pues ahí algodón regaba piscaba trataba sembrarlo regarlo,Labor Experiences / Experiencias laborales,6,0.9480886497008068
"FG:	No, pues no, no tenía no tenía ni, ni idea cómo iba a ser, pero sí me habían platicado, me habían platicado más o menos cómo era el algodón, pero no tenía yo idea cómo iba a estar, hasta que llegamos allá",fg pues idea cómo iba ser platicado platicado menos cómo algodón idea cómo iba llegamos allá,Labor Experiences / Experiencias laborales,6,0.8720591166554152
"MP:	Y luego si se le llegaba a romper el costal o algo así, el algodón que había piscado, ¿qué",mp luego si llegaba romper costal así algodón piscado,Labor Experiences / Experiencias laborales,6,0.9058358235269377
"Y eso tiene tequezquite y eso pudre los los dientes así, pues así al algodón no lo deja producir",tequezquite pudre dientes así pues así algodón deja producir,Labor Experiences / Experiencias laborales,6,0.31930435557866804
75 centavos fácil los ganaba uno en un ratito ahí en el algodón,75 centavos fácil ganaba ratito ahí algodón,Labor Experiences / Experiencias laborales,6,0.3351697140423366
"GM:	Pos ellos se dedicaban a la agricultura, pos era a lo que se dedicaba uno en aquellos años porque no había otros trabajos qué hacer",gm pos dedicaban agricultura pos dedicaba aquellos años trabajos hacer,Labor Experiences / Experiencias laborales,0,0.9212827851377892
MP:	Porque por lo general me dicen que el pepino o el betabel allá en Colorado,mp general dicen pepino betabel allá colorado,Labor Experiences / Experiencias laborales,-1,0.0
"GM:	Sí, ése era como en el mes de mayo el pepino, y digo, el betabel, y el pepino era ya casi en septiembre",gm ése mes mayo pepino digo betabel pepino casi septiembre,Labor Experiences / Experiencias laborales,46,1.0
"Y ahí se sembraba de todo también, ahí había cebolla, había chile, había melón, sandía, algodón, caña",ahí sembraba ahí cebolla chile melón sandía algodón caña,Labor Experiences / Experiencias laborales,6,0.7246993461589136
GM:	Yo ahí cuando llegué me dieron un tractor pa andar acarreando uno las trailas que estaban llenas de algodón,gm ahí llegué dieron tractor pa andar acarreando trailas llenas algodón,Labor Experiences / Experiencias laborales,-1,0.0
Acarrearlas pa un gin que estaba ahí en…  MP:	O sea que no anduvo que estar piscando el algodón,acarrearlas pa gin ahí mp anduvo piscando algodón,Labor Experiences / Experiencias laborales,6,0.6956080160499925
"GM:	De todo, de todo, yo me encargaba todas las bombas, había como ocho bombas para los riegos de las labores, y yo nomás llevaba al regador, ahí le echaba a andar la bomba y ahí se quedaba él",gm encargaba todas bombas ocho bombas riegos labores nomás llevaba regador ahí echaba andar bomba ahí quedaba,Labor Experiences / Experiencias laborales,-1,0.0
"GM:	Pues sí, porque fíjese para ganar uno $8 pesos necesitaba trabajar dieciséis horas, ¿eh",gm pues fíjese ganar 8 pesos necesitaba trabajar dieciséis horas eh,Labor Experiences / Experiencias laborales,282,0.8264964164593773
50 centavos en la labor por hora y el tractor a $1,50 centavos labor hora tractor 1,Labor Experiences / Experiencias laborales,-1,0.0
"Y llegó ahí como, pos muy buena gente el hombre, se llamaba Roberto Algodón",llegó ahí pos buena gente hombre llamaba roberto algodón,Labor Experiences / Experiencias laborales,6,0.8054756258066741
"GM:	Era labor, ahí cortábamos y todo iba a dar arriba de los camiones",gm labor ahí cortábamos iba dar arriba camiones,Labor Experiences / Experiencias laborales,21,0.5793118161896894
"GM:	Sí, pos está cerca porque agarra uno aquí por esta, una calle está más para allá y sale ahí para allá y llega uno como en cuatro horas",gm pos cerca agarra aquí calle allá sale ahí allá llega cuatro horas,Labor Experiences / Experiencias laborales,190,0.46551539734918884
"En cuatro horas, porque a Parral hace tres horas el camión, tres horas y media yéndose acá por este lado",cuatro horas parral hace tres horas camión tres horas media yéndose acá lado,Labor Experiences / Experiencias laborales,190,0.8108715759986276
"En septiembre ya pa los estados de adentro, ve al betabel, ya todo esos trabajos, pepino y todo eso",septiembre pa adentro betabel trabajos pepino,Labor Experiences / Experiencias laborales,46,1.0
"Y luego después ya en mayo acá en el algodón, aquí por Texas, Nuevo México, todo eso",luego después mayo acá algodón aquí texas nuevo méxico,Labor Experiences / Experiencias laborales,170,0.23923497556328802
"GB:	No, pos bien, taba bien, pos ahí trabajamos en el betabel",gb pos bien taba bien pos ahí trabajamos betabel,Labor Experiences / Experiencias laborales,145,0.16540573820349197
"MP:	Me decía que ya, en el betabel iba más bien ahí… 2do:	 ¿Ahí se queda",mp decía betabel iba bien ahí 2do ahí queda,Labor Experiences / Experiencias laborales,53,1.0
"GN:	Sí, Pecos era una parte en donde la gente no le gustaba ir, peor en la pisca, porque en la pisca pos era algodón muy grande y no piscaban nada",gn pecos parte gente gustaba ir peor pisca pisca pos algodón grande piscaban,Labor Experiences / Experiencias laborales,6,0.6137284551172866
"MP:	Bueno, entonces, me decía que toda la vida trabajó",mp bueno entonces decía toda vida trabajó,Labor Experiences / Experiencias laborales,45,1.0
"IN:	Muy poquito y había veces que trabajábanos cinco, seis horas nomás, muy poco, muy…  MP:	Pos, no sacaban mucho",poquito veces trabajábanos cinco seis horas nomás mp pos sacaban,Labor Experiences / Experiencias laborales,-1,0.0
