Original Sentence,Cleaned Sentence,Predefined Topic,BERTopic Topic,Topic Probability
"Usted no vio que racionalizaran por ejemplo, o que no se encontrara algún tipo de comida",usted vio racionalizaran ejemplo encontrara algún tipo comida,Living Conditions / Condiciones de vida,3,1.0
"MP:	Y ahí ustedes sí recibían la comida, ¿o tenían que comprar ustedes sus provisiones para comida",mp ahí ustedes recibían comida comprar ustedes provisiones comida,Living Conditions / Condiciones de vida,3,1.0
"MP:	Y ellos los llevaban para que compraran la comida, o, ¿ellos les daban las provisiones",mp llevaban compraran comida daban provisiones,Living Conditions / Condiciones de vida,3,1.0
"GB:	Ahí en ese ranchito donde estuvimos en Canutillo la primer vez, el patrón tenía una tiendita y de allí nos surtíamos nosotros para hacer la comida ahí nosotros, de ahí mismo sacábamos y al final de semana le pagábamos la provisión",gb ahí ranchito canutillo primer vez patrón tiendita allí surtíamos hacer comida ahí ahí mismo sacábamos final semana pagábamos provisión,Living Conditions / Condiciones de vida,-1,0.0
"EG:	No, pasajes no pagábamos, ni cuartos de renta, ni estufa, ni nada de eso",eg pasajes pagábamos cuartos renta estufa,Living Conditions / Condiciones de vida,1,1.0
"Lo hacen fila y ahí están las personas sirviéndole comida, ey",hacen fila ahí personas sirviéndole comida ey,Living Conditions / Condiciones de vida,3,1.0
"AD:	Pues mire, este, en un plato va una comida, en otra va otra, en otro va otra",ad pues mire plato va comida va va,Living Conditions / Condiciones de vida,3,1.0
"Y me dijo: “Pos, ya que nos juntamos aquí, mire, vamos a acoplarnos para hacer comida, para irnos a trabajar, y pa todo”",dijo pos juntamos aquí mire vamos acoplarnos hacer comida irnos trabajar pa,Living Conditions / Condiciones de vida,3,1.0
"Y luego pos para comer, pos yo y el viejito íbamos a Pecos y comprábanos provisiones y entre los dos comí[amos] hacíanos comida, no, muy bien",luego pos comer pos viejito íbamos pecos comprábanos provisiones dos comíamos hacíanos comida bien,Living Conditions / Condiciones de vida,3,1.0
"MP:	Y cuando iban ahí a Pecos a comprar su comida, ¿no aprovechaban, no sé, para ir tomarse una cerveza, al cine o algo, algo de distracciones",mp iban ahí pecos comprar comida aprovechaban sé ir tomarse cerveza cine distracciones,Living Conditions / Condiciones de vida,62,0.0072666854499512665
"Y salió y yo me metí así por los cuartos y lo hallo tirado, era un hombrote grandote, gordo, bocabajo, echando sangre",salió metí así cuartos hallo tirado hombrote grandote gordo bocabajo echando sangre,Living Conditions / Condiciones de vida,85,0.9550647216344397
"Y ahí le daban a uno comida y, pues ahí, una camita de esas de campaña para que durmiera, mientras se contrataba",ahí daban comida pues ahí camita campaña durmiera mientras contrataba,Living Conditions / Condiciones de vida,-1,0.0
"Y luego después ya que salía uno ahí de los primeros que lo examinaban y todo eso, pos ya, ya podía ir uno a pedir comida",luego después salía ahí primeros examinaban pos podía ir pedir comida,Living Conditions / Condiciones de vida,3,1.0
"Había muchos, así como especie de restaurantes afuera y ahí le daban a uno comida",así especie restaurantes afuera ahí daban comida,Living Conditions / Condiciones de vida,3,0.923354155772465
"Y luego se llenan de comida, cada quien saca su mandado, su comida",luego llenan comida cada saca mandado comida,Living Conditions / Condiciones de vida,3,1.0
"Entonces esa comida la teníamos que pagar nosotros el día, el día que nos tocara el pago, pero ya llevábamos comida ya para una semana por decir algo",entonces comida pagar día día tocara pago llevábamos comida semana decir,Living Conditions / Condiciones de vida,-1,0.0
"MP:	Y platíqueme de la comida, ¿ustedes hacían la comida",mp platíqueme comida ustedes hacían comida,Living Conditions / Condiciones de vida,3,1.0
"A la hora de comida iba y lo traiba a que comiera y a llevarlo otra vez, a llevarlos a todos, pues yo los llevaba",hora comida iba traiba comiera llevarlo vez llevarlos pues llevaba,Living Conditions / Condiciones de vida,3,1.0
"Esos sí se acababan mucho porque como le echa uno tantita sal a la comida, nomás le cae a los zapatos y…  MP:	Ah, ¿sí",acababan echa tantita sal comida nomás cae zapatos mp ah,Living Conditions / Condiciones de vida,298,1.0
"Y no, la llevábamos muy bien iba y me decía: “¿Qué hiciste de comida",llevábamos bien iba decía hiciste comida,Living Conditions / Condiciones de vida,3,1.0
"Él y la señora iban a comer ahí con nosotros y ahí como yo y el otro muchacho hacíamos comida juntos, ellos iban a comer",señora iban comer ahí ahí muchacho hacíamos comida juntos iban comer,Living Conditions / Condiciones de vida,3,1.0
"GM:	Y luego puso una tienda, no, no y tiene cuartos de renta y renta cuartos y todo eso",gm luego puso tienda cuartos renta renta cuartos,Living Conditions / Condiciones de vida,145,0.1531506926444726
"MP:	Y ellos los llevaban para que compraran la comida, o, ¿ellos les daban las provisiones",mp llevaban compraran comida daban provisiones,Living Conditions / Condiciones de vida,3,1.0
"GB:	Ahí en ese ranchito donde estuvimos en Canutillo la primer vez, el patrón tenía una tiendita y de allí nos surtíamos nosotros para hacer la comida ahí nosotros, de ahí mismo sacábamos y al final de semana le pagábamos la provisión",gb ahí ranchito canutillo primer vez patrón tiendita allí surtíamos hacer comida ahí ahí mismo sacábamos final semana pagábamos provisión,Living Conditions / Condiciones de vida,-1,0.0
"GN:	Pues ellos los llenaban ésos, uno nomás firmaba ahí y lo metían a uno por muchos cuartos, a los rayos X y todo eso",gn pues llenaban ésos nomás firmaba ahí metían cuartos rayos x,Living Conditions / Condiciones de vida,277,1.0
"MP:	Y ahí en el rancho, ¿ustedes se hacían su comida o cómo se alimentaban",mp ahí rancho ustedes hacían comida cómo alimentaban,Living Conditions / Condiciones de vida,3,1.0
"GN:	Sí, sí pos nosotros hacíanos la comida, preparábanos lonche y todo",gn pos hacíanos comida preparábanos lonche,Living Conditions / Condiciones de vida,3,1.0
"GN:	Sí, no…  MP:	Sí, aunque por ejemplo a usted, pues ya le tocó el último año y me imagino que pos no tuvieron problemas por ejemplo de abastecimiento de comida o algo así, porque ya ve que también hubo algún tiempo en que racionalizaban mucho la carne o el azúcar",gn mp aunque ejemplo usted pues tocó último año imagino pos problemas ejemplo abastecimiento comida así algún tiempo racionalizaban carne azúcar,Living Conditions / Condiciones de vida,165,0.16068330520974927
"Pero, por ejemplo con ustedes, ¿nunca tuvieron problema de que les negaran alguna comida o algo",ejemplo ustedes nunca problema negaran alguna comida,Living Conditions / Condiciones de vida,3,1.0
"GN:	No, pos ya salía uno en la tarde pa cuando hacía uno los alimentos de uno y todo eso, pos se hacía noche y a dormir, platicaba un rato uno ahí y a dormir pa estar el otro día temprano listo, levantarse uno temprano pa que no se le hiciera tarde a uno",gn pos salía tarde pa hacía alimentos pos hacía noche dormir platicaba rato ahí dormir pa día temprano listo levantarse temprano pa hiciera tarde,Living Conditions / Condiciones de vida,-1,0.0
"MP:	Ah, o sea que tenían el servicio de comedor ahí, ¿ustedes no preparaban su comida",mp ah servicio comedor ahí ustedes preparaban comida,Living Conditions / Condiciones de vida,3,1.0
"IN:	No, no, ahí tenían comedor y pagábanos nosotros, pues ahí nos daban el, la comida",ahí comedor pagábanos pues ahí daban comida,Living Conditions / Condiciones de vida,3,0.8217679733456927
"MP:	Y ustedes, ¿no podían pedir que ustedes mejor cocinaban su comida",mp ustedes podían pedir ustedes mejor cocinaban comida,Living Conditions / Condiciones de vida,3,1.0
"Sí le dan a uno su casita y ya tiene uno su comida ahí, hacíanos la comida",dan casita comida ahí hacíanos comida,Living Conditions / Condiciones de vida,3,1.0
"Por ejemplo, si éramos seis, un cuarto donde dormir, una cocina donde cocinar, nosotros mismos hacíamos la comida y todo ahí",ejemplo si seis cuarto dormir cocina cocinar mismos hacíamos comida ahí,Living Conditions / Condiciones de vida,-1,0.0
"O sea que, problemas en cuanto a que no cooperaban para la comida o en cuanto a la ropa",problemas cuanto cooperaban comida cuanto ropa,Living Conditions / Condiciones de vida,3,0.9427482283204163
"JP:	No, no, nunca tuve problemas, este, había en una ocasión nos tocó que habíamos en una, en un cuarto muy grande, como unos treinta y ahí nos quedábamos y entonces sí había problema por que mucha gente llegaba muy noche del pueblo y pos gritando muncho y no dejaban dormir y los otros decían: “Pos ya dejen dormir, hombre”",jp nunca problemas ocasión tocó cuarto grande treinta ahí quedábamos entonces problema mucha gente llegaba noche pueblo pos gritando muncho dejaban dormir decían pos dejen dormir hombre,Living Conditions / Condiciones de vida,20,0.44254184414488135
"JP:	Pues, no querían cooperar para limpieza del cuarto y que: “No, que esto, y que… Se batallaba, pues",jp pues querían cooperar limpieza cuarto batallaba pues,Living Conditions / Condiciones de vida,-1,0.0
"(risas) No, luego luego que llegamos nos llevó a la tienda a comprarnos, que compráramos comida",risas luego luego llegamos llevó tienda comprarnos compráramos comida,Living Conditions / Condiciones de vida,3,0.7603556585279319
"MP:	Y entonces ustedes se hacían su comida, su lonche y, ¿tenían algún intermedio",mp entonces ustedes hacían comida lonche algún intermedio,Living Conditions / Condiciones de vida,3,1.0
"MP:	Y cuando hubo más de cien braceros o cien braceros, ¿nunca tuvieron problemas de que los braceros les agarraran la comida o su ropa o que se les perdían cosas",mp cien braceros cien braceros nunca problemas braceros agarraran comida ropa perdían cosas,Living Conditions / Condiciones de vida,3,1.0
"GE:	Sí, nos llevaba el patrón a comprar comida y nos volvía a traer a las barracas",ge llevaba patrón comprar comida volvía traer barracas,Living Conditions / Condiciones de vida,3,1.0
"MP:	Y, ¿no tenía problemas con sus demás compañeros ahí que compartían el mismo lugar, de que les quitara la comida o la ropa",mp problemas demás compañeros ahí compartían mismo lugar quitara comida ropa,Living Conditions / Condiciones de vida,3,0.6907476777427607
"HQ:	No, sí, taban las barracas grandes, estábamos ahí, cuartos chicos, onde quería uno, no, sí, sí, sí taba más o menos, a mí no me tocó tanto y me tocó bien",hq taban barracas grandes ahí cuartos chicos onde quería taba menos tocó tocó bien,Living Conditions / Condiciones de vida,-1,0.0
"MP:	Y luego la comida, ¿cómo le hacía para la comida",mp luego comida cómo hacía comida,Living Conditions / Condiciones de vida,3,1.0
"Y otra vez llegamos, la primera vez que nos fuimos, llegamos de mojados a un rancho ahí y estaba un señor y necesitaba un trabajo y le ayudamos tres días ahí y nos pagó y nos dio comida y todo y ahí jue y nos llevó hasta allá y no, y el otro nomás nos dio un ride y nos dejó por on tábanos y nos echó otro día, nos echó La Migra, cayó al otro día",vez llegamos primera vez llegamos mojados rancho ahí señor necesitaba trabajo ayudamos tres días ahí pagó dio comida ahí jue llevó allá nomás dio ride dejó tábanos echó día echó migra cayó día,Living Conditions / Condiciones de vida,-1,0.0
"Nosotros llegamos de mojados con el patrón y luego luego fue a traernos el lonche y ya cuando vine (risas) ya lo habían traído, todavía no llegaba con el lonche y la comida y todo, cuando ya nos, nos agarró y nos trajo a los cuatro",llegamos mojados patrón luego luego traernos lonche vine risas traído todavía llegaba lonche comida agarró trajo cuatro,Living Conditions / Condiciones de vida,-1,0.0
"Con esa gente del sur trabaja hasta por la pura comida y aquí en México, en Chihuahua está impuesto a trabajar mejor, uno debe de agarrar lo que es nada más justo, no, te damos $20, $30, $40 pesos para que trabajes la cebolla",gente sur trabaja pura comida aquí méxico chihuahua impuesto trabajar mejor debe agarrar justo damos 20 30 40 pesos trabajes cebolla,Living Conditions / Condiciones de vida,-1,0.0
"JR:	No recuerdo cuánto me pagaba pero…  MP:	Pero, sí le alcanzaba bien para la comida porque me imagino que usted la comida la compraba, ¿no",jr recuerdo cuánto pagaba mp alcanzaba bien comida imagino usted comida compraba,Living Conditions / Condiciones de vida,3,0.9742841745305933
"MP:	Y entonces ahí, dice que ahí les daban la comida, ¿verdad",mp entonces ahí dice ahí daban comida verdad,Living Conditions / Condiciones de vida,3,1.0
"NM:	No, pos yo tener mi cocina, porque nosotros hacíamos nuestra comida a nuestro gusto y ahí no, pos ahí era, pos lo que daban es que huevo cocido nomás, y verduras ahí, todo, era todo",nm pos tener cocina hacíamos comida gusto ahí pos ahí pos daban huevo cocido nomás verduras ahí,Living Conditions / Condiciones de vida,133,0.28575421007772955
"MP:	Y de esa comida que sobraba, ¿ustedes no podían llevarse un lonchecito para la barraca o algo",mp comida sobraba ustedes podían llevarse lonchecito barraca,Living Conditions / Condiciones de vida,3,1.0
"NM:	Ése sí, nos llevaba hasta comida a veces, carne y…  MP:	Fíjese",nm ése llevaba comida veces carne mp fíjese,Living Conditions / Condiciones de vida,-1,0.0
Y luego al otro día nos dieron otra vez almuerzo y comida,luego día dieron vez almuerzo comida,Living Conditions / Condiciones de vida,64,0.35046296035331487
"MM: 	Sí, ahí mismo taban las estufas así, corrían las estufas así, y ahí mismo unos hacían comida pa otros lados y otros hacía para este otro lado",mm ahí mismo taban estufas así corrían estufas así ahí mismo hacían comida pa lados hacía lado,Living Conditions / Condiciones de vida,-1,0.0
"MP: 	Y, ¿nunca tuvieron problema que agarraran la comida, que les quitaran la comida o algo",mp nunca problema agarraran comida quitaran comida,Living Conditions / Condiciones de vida,3,1.0
"Y entonces, ¿cómo le hacían para pagar ustedes sus comidas, por ejemplo, o el mandado",entonces cómo hacían pagar ustedes comidas ejemplo mandado,Living Conditions / Condiciones de vida,3,1.0
"Nos daban comida ahí en la bracereada en Chihuahua, que es nomás",daban comida ahí bracereada chihuahua nomás,Living Conditions / Condiciones de vida,3,0.7979142664520744
"Llegaban borrachos el sábado y el domingo y les tocaba su cuarto allá arriba y mucha gente se dio muy buenos golpes, pero borrachos",llegaban borrachos sábado domingo tocaba cuarto allá arriba mucha gente dio buenos golpes borrachos,Living Conditions / Condiciones de vida,-1,0.0
"MP:	Platíqueme, ¿cómo le hacían para la comida, ahí en los ranchos",mp platíqueme cómo hacían comida ahí ranchos,Living Conditions / Condiciones de vida,-1,0.0
Y luego al otro día nos dieron otra vez almuerzo y comida,luego día dieron vez almuerzo comida,Living Conditions / Condiciones de vida,64,0.3394126577297672
"MM: 	Sí, ahí mismo taban las estufas así, corrían las estufas así, y ahí mismo unos hacían comida pa otros lados y otros hacía para este otro lado",mm ahí mismo taban estufas así corrían estufas así ahí mismo hacían comida pa lados hacía lado,Living Conditions / Condiciones de vida,-1,0.0
"MP: 	Y, ¿nunca tuvieron problema que agarraran la comida, que les quitaran la comida o algo",mp nunca problema agarraran comida quitaran comida,Living Conditions / Condiciones de vida,3,1.0
"Y entonces, ¿cómo le hacían para pagar ustedes sus comidas, por ejemplo, o el mandado",entonces cómo hacían pagar ustedes comidas ejemplo mandado,Living Conditions / Condiciones de vida,3,1.0
"Trabajé, era un trabajo que le nombran la candelilla, acostumbrado a ir al campo a hacer nuestra comida donde nos tocaba a hacerla, a la intemperie, no había nada nada ahí, pos a lo que se podía hacer",trabajé trabajo nombran candelilla acostumbrado ir campo hacer comida tocaba hacerla intemperie ahí pos podía hacer,Living Conditions / Condiciones de vida,105,0.9646202231139553
"NC:	No, pos yo dejaba para mis gastos de la comida, comprar ropa y le mandaba lo que pos lo que hacía necesario para mandarle a ella",nc pos dejaba gastos comida comprar ropa mandaba pos hacía necesario mandarle,Living Conditions / Condiciones de vida,22,0.8153660395465423
"Vayan a comprar su comida, vayan al cine y recójanse a su rancho pa que no tengan problemas”",vayan comprar comida vayan cine recójanse rancho pa problemas,Living Conditions / Condiciones de vida,3,0.6861188731273505
"NM:	No, no pos llegábamos a ranchos ganaderos a pedir comida y pos ahí nos, había deste, gente trabajando ahí, nos daban comida",nm pos llegábamos ranchos ganaderos pedir comida pos ahí deste gente trabajando ahí daban comida,Living Conditions / Condiciones de vida,0,0.3727433479567257
"NM:	No, pos ahí, ahí le daban a uno en veces una comida muy, muy mala",nm pos ahí ahí daban veces comida mala,Living Conditions / Condiciones de vida,3,1.0
"Puro huevo ahumado le daban en ese tiempo ahí, deste y así, digo, o sea que una comida especial nomás no, deste nos daban ahí en el…  MP:	Y tengo entendido que ahí también les hacían exámenes médicos",puro huevo ahumado daban tiempo ahí deste así digo comida especial nomás deste daban ahí mp entendido ahí hacían exámenes médicos,Living Conditions / Condiciones de vida,133,0.14268475615657464
Tuvimos que salir a pedir a las calles comida porque nomás no llegaban por nosotros los patrones,salir pedir calles comida nomás llegaban patrones,Living Conditions / Condiciones de vida,3,0.9427482283204163
"Le daban de comer ahí almuerzo, comida y cena",daban comer ahí almuerzo comida cena,Living Conditions / Condiciones de vida,64,0.2868053337824586
"MP:	Y, ¿cómo era la comida, el trato allá en Río Vista",mp cómo comida trato allá río vista,Living Conditions / Condiciones de vida,107,0.9146292625595638
"TZ:	Bien, para que más que la verdad, nos daban comida en el comedor, almuerzo también",tz bien verdad daban comida comedor almuerzo,Living Conditions / Condiciones de vida,64,0.2868053337824586
"Digamos, el día que no trabajábanos nos daba un peso para comida",digamos día trabajábanos daba peso comida,Living Conditions / Condiciones de vida,-1,0.0
"TZ:	Sí pos eh, digamos sí… 2do:	Hasta saber pedir la comida",tz pos eh digamos 2do saber pedir comida,Living Conditions / Condiciones de vida,3,1.0
"RO:	No, pos jui a la escuela, estudié hasta cuarto año de primaria nomás",ro pos jui escuela estudié cuarto año primaria nomás,Living Conditions / Condiciones de vida,-1,0.0
"Y luego lidiaba las, tenía muchas vacas de engorda y tenía que echarle almuerzo en la mañana, comida al mediodía y luego cena",luego lidiaba muchas vacas engorda echarle almuerzo mañana comida mediodía luego cena,Living Conditions / Condiciones de vida,64,0.39280677497831445
"Eso era de todos los días, domingos y todo, lloviera o no lloviera de todos modos tenía yo que dar comida",días domingos lloviera lloviera modos dar comida,Living Conditions / Condiciones de vida,28,0.8469223313959015
"Es que está canijo pa estar solo, oiga, tener que hacer comida y trabajar toda la semana, con todo y domingo y todo, oiga, no…  MP:	Sí",canijo pa solo oiga tener hacer comida trabajar toda semana domingo oiga mp,Living Conditions / Condiciones de vida,-1,0.0
"Por ejemplo cuando me tocaba andar regando, la señora iba y me llevaba comida de la que hacía ella",ejemplo tocaba andar regando señora iba llevaba comida hacía,Living Conditions / Condiciones de vida,3,1.0
"Cuando andaba regando, cuando le tanteaban ellos que no tenía chanza yo de venir a comer, ella, me daba comida, la señora",andaba regando tanteaban chanza venir comer daba comida señora,Living Conditions / Condiciones de vida,3,1.0
"A donde iba yo había un cuarto más o menos, sí cuadrado así como, yo creo que casi de diez por diez, ta grande, ¿verdad",iba cuarto menos cuadrado así creo casi diez diez ta grande verdad,Living Conditions / Condiciones de vida,-1,0.0
"Y luego llegaba uno y tenía un asiento a medio, a medio cuarto, ¿verdad",luego llegaba asiento medio medio cuarto verdad,Living Conditions / Condiciones de vida,292,1.0
"Y luego había puertas en los cuatro lados del cuarto, este, nomás se sentaba uno en los asientos y salían las mujeres y se paraba uno en cada, en cada puerta, de a tiro, de a tiro… (risas) Bueno, se le quedan ahí los ojos, ¿verdad",luego puertas cuatro lados cuarto nomás sentaba asientos salían mujeres paraba cada cada puerta tiro tiro risas bueno quedan ahí ojos verdad,Living Conditions / Condiciones de vida,-1,0.0
"(risas) Y me levantaba, nomás hablaban: “Vámonos, se iba para su cuarto”",risas levantaba nomás hablaban vámonos iba cuarto,Living Conditions / Condiciones de vida,11,1.0
"Y ahí le daban a uno comida y, pues ahí, una camita de esas de campaña para que durmiera, mientras se contrataba",ahí daban comida pues ahí camita campaña durmiera mientras contrataba,Living Conditions / Condiciones de vida,-1,0.0
"Y luego después ya que salía uno ahí de los primeros que lo examinaban y todo eso, pos ya, ya podía ir uno a pedir comida",luego después salía ahí primeros examinaban pos podía ir pedir comida,Living Conditions / Condiciones de vida,3,1.0
"Había muchos, así como especie de restaurantes afuera y ahí le daban a uno comida",así especie restaurantes afuera ahí daban comida,Living Conditions / Condiciones de vida,3,0.9177237027407142
"Y luego se llenan de comida, cada quien saca su mandado, su comida",luego llenan comida cada saca mandado comida,Living Conditions / Condiciones de vida,3,1.0
"Entonces esa comida la teníamos que pagar nosotros el día, el día que nos tocara el pago, pero ya llevábamos comida ya para una semana por decir algo",entonces comida pagar día día tocara pago llevábamos comida semana decir,Living Conditions / Condiciones de vida,-1,0.0
"Y allá sí acabalaba uno, comía bien y acabalaba comida, comprar un pantalón, una camisa de perdido cada ocho días",allá acabalaba comía bien acabalaba comida comprar pantalón camisa perdido cada ocho días,Living Conditions / Condiciones de vida,49,1.0
"Ahí nos daban un, un cuarto a cada, un catre a cada uno, trastes y todo ahí en el rancho y estufas y todos los servicios ahí",ahí daban cuarto cada catre cada trastes ahí rancho estufas servicios ahí,Living Conditions / Condiciones de vida,0,0.7380866867435311
"Nos pagaba $8 dólares, $8 dólares y botana y nos daba ahí cuartos onde quedarnos, toallas, jabones y todo pa bañarnos, ¡todo ahí",pagaba 8 dólares 8 dólares botana daba ahí cuartos onde quedarnos toallas jabones pa bañarnos ahí,Living Conditions / Condiciones de vida,101,0.515629947755335
"MP:	Y él ahí en ese tiempo, ¿pos buscando su comida él, dónde dormir o ahí había algo como…",mp ahí tiempo pos buscando comida dónde dormir ahí,Living Conditions / Condiciones de vida,-1,0.0
"BF:	 Sí, era larga, eran siete cuartos así en hilera, la casa donde vivía",bf larga siete cuartos así hilera casa vivía,Living Conditions / Condiciones de vida,-1,0.0
"BF:	Ya nomás nos contrataban y entonces sí ya, ya quedaba de parte de… nos daban comida y todo",bf nomás contrataban entonces quedaba parte daban comida,Living Conditions / Condiciones de vida,3,0.8174693440440757
"Sí nos daban buena comida, nos gustaba la comida que daban ahí en Río Vista",daban buena comida gustaba comida daban ahí río vista,Living Conditions / Condiciones de vida,3,1.0
"Y llegué a Chihuahua y ahí renté un cuarto en la misma oficina de los bajos, arriba y ahí fue donde puse todo mi deste y empecé a contar",llegué chihuahua ahí renté cuarto misma oficina bajos arriba ahí puse deste empecé contar,Living Conditions / Condiciones de vida,15,1.0
"Mi apá nos dio dos cuartos de la orilla, eran siete cuartos, para que viviéramos",apá dio dos cuartos orilla siete cuartos viviéramos,Living Conditions / Condiciones de vida,-1,0.0
Con $9 dólares comprábamos comida para la toda la semana,9 dólares comprábamos comida toda semana,Living Conditions / Condiciones de vida,101,0.5097554439305706
"Porque sí veníamos, cada ocho días nos traiban a las tiendas, el mayordomo del patrón era encargado de traernos a las tiendas a llevar comida",veníamos cada ocho días traiban tiendas mayordomo patrón encargado traernos tiendas llevar comida,Living Conditions / Condiciones de vida,49,0.2650412328748505
"Ahí era donde comprábamos nosotros la comida, aquí en Mesquite, Nuevo México",ahí comprábamos comida aquí mesquite nuevo méxico,Living Conditions / Condiciones de vida,-1,0.0
"Nomás los $3 dólares que agarraba para comida y creo que nomás compré un pantalón, fue todo lo que compré",nomás 3 dólares agarraba comida creo nomás compré pantalón compré,Living Conditions / Condiciones de vida,-1,0.0
"Ahí nos pusieron camas, catres de campaña, ahí dormíamos todos y ahí sí nos estaban, ahí no teníamos que hacer comida, ahí nos cobraban; nos hacían comida, ¿verdá",ahí pusieron camas catres campaña ahí dormíamos ahí ahí hacer comida ahí cobraban hacían comida verdá,Living Conditions / Condiciones de vida,-1,0.0
"BF:	Pues ya ni me acuerdo cuánto nos cobraban, el caso es de que ahí nos daban las tres comidas, pero ya no me acuerdo cuánto nos cobraban",bf pues acuerdo cuánto cobraban caso ahí daban tres comidas acuerdo cuánto cobraban,Living Conditions / Condiciones de vida,413,1.0
"BF:	Pues mire, nosotros almorzábamos en la mañana y luego nos daban dos burritos para la comida y en la tarde ya nos tenían la cena, cuando llegábamos",bf pues mire almorzábamos mañana luego daban dos burritos comida tarde cena llegábamos,Living Conditions / Condiciones de vida,64,0.746823447806686
"BF:	No, pos nos daban muy buena comida, a mí me gustaba mucho",bf pos daban buena comida gustaba,Living Conditions / Condiciones de vida,3,1.0
