Original Sentence,Cleaned Sentence,BERTopic Topic,Topic Probability,Predefined Topic
"MM:	Ayudarle a mi jefe, ayudarle a mi jefe en la labor",mm ayudarle jefe ayudarle jefe labor,98,1.0,Labor Experiences
"MM:	Pos no, pos como uno está impuesto a trabajos rústicos, así de que pos, pos así en la labor nomás, eso era lo único, de allá de animales",mm pos pos impuesto trabajos rústicos así pos pos así labor nomás único allá animales,86,0.7547745951284728,Labor Experiences
"Pos era lo único que podía yo hacer, trabajar en la labor, regar, puros trabajos de esos rústicos",pos único podía hacer trabajar labor regar puros trabajos rústicos,0,1.0,Labor Experiences
"No, nos dejaban comer, llevaba uno su lonche ahí, en la labor comía uno",dejaban comer llevaba lonche ahí labor comía,-1,0.0,Labor Experiences
"RE:	Nací en la Labor Nueva, Julimes, el 24 de enero de 1927, ¿cómo le va",nací labor nueva julimes 24 enero 1927 cómo va,108,0.6175387426250134,Labor Experiences
"RE:	Uh, pos tuve, pues pura tristeza esa, estábamos más pobrecitos, como vivíanos allá en la labor, pos es que no, no había, no",uh pos pues pura tristeza pobrecitos vivíanos allá labor pos,-1,0.0,Labor Experiences
"Porque yo trabajaba en la labor y yo hacía todo: regaba, cultivaba, yo estaba en el tractor, en todo",trabajaba labor hacía regaba cultivaba tractor,78,0.41462149586619546,Labor Experiences
RE:	Porque sabían trabajar mejor en la labor que los de allá del sur,sabían trabajar mejor labor allá sur,-1,0.0,Labor Experiences
"RE:	No me decepcioné porque allá iba a hacer lo que hacía aquí, trabajar en la labor",decepcioné allá iba hacer hacía aquí trabajar labor,0,1.0,Labor Experiences
"Trabajar en la labor y lo que sabía hacer pues, ¿verdad",trabajar labor sabía hacer pues verdad,0,1.0,Labor Experiences
"Trabajar en la labor, en el tractor, el tractor todo el tiempo, desde aquí de muy chico empecé a trabajar en el tractor",trabajar labor tractor tractor tiempo aquí chico empecé trabajar tractor,78,0.4626684301903595,Labor Experiences
"MP:	Y entonces, ¿usted alguna vez estuvo trabajando así directamente en la labor, piscando el algodón o algo así",mp entonces usted alguna vez trabajando así directamente labor piscando algodón así,7,0.8855788011697878,Labor Experiences
"RP:	No, empecé a trabajar, pues desde los ocho años de sembrador, sembrando la labor y mi hermana, pues ayudándole a la mamá",rp empecé trabajar pues ocho años sembrador sembrando labor hermana pues ayudándole mamá,115,0.9059515219054431,Labor Experiences
"MP:	Estuvo trabajando en la labor en, ¿eran tierras de su papá o eran tierras de…",mp trabajando labor tierras papá tierras,3,1.0,Labor Experiences
"RP:	Del ejido, sí tenía un terreni[to] en, diez hectáreas de labor en Punta de Agua",rp ejido terrenito diez hectáreas labor punta agua,-1,0.0,Labor Experiences
"Pos si acá tenía la labor, venía a trabajar acá",pos si acá labor venía trabajar acá,0,1.0,Labor Experiences
"Trabajaba la labor de mi papá y yo me quedaba atendiendo la labor, por eso no",trabajaba labor papá quedaba atendiendo labor,3,1.0,Labor Experiences
"Ya cuando empecé a crecer, ya me metió mi padre a trabajar en, en la labor",empecé crecer metió padre trabajar labor,-1,0.0,Labor Experiences
"Tanto de frijol como de maíz, trigo, chícharos, bueno a la agricultura de la labor no, no de siembra porque este de regadío no, porque no hay, ahí no había regadío",frijol maíz trigo chícharos bueno agricultura labor siembra regadío ahí regadío,44,0.6340858402639965,Labor Experiences
"BF:	A sembrar la labor, trabajar siempre en la labor",bf sembrar labor trabajar siempre labor,0,0.9737298785219252,Labor Experiences
"Labores de riego, sembraban trigo, como le digo, cacahuate, sembraban chilares, sandías, melones, elotes, sembraban maíz para levantar elotes; lo llevaban a vender a Chihuahua, todas, muchas cosas llevaban a vender a Chihuahua",labores riego sembraban trigo digo cacahuate sembraban chilares sandías melones elotes sembraban maíz levantar elotes llevaban vender chihuahua todas muchas cosas llevaban vender chihuahua,44,0.4034968200519505,Labor Experiences
"Dijo: “Tengo, necesito sacarlo pa que me ayuden en la labor”, dijo, “porque tengo necesidad”",dijo necesito sacarlo pa ayuden labor dijo necesidad,98,0.27474094750721667,Labor Experiences
"Y luego teníamos un divertimiento muy bonito, cuando veníamos de la labor, a veces íbamos a piscar maya, cuando levantaba la cosecha, a piscar cacahuate",luego divertimiento bonito veníamos labor veces íbamos piscar maya levantaba cosecha piscar cacahuate,-1,0.0,Labor Experiences
"Y veníamos y llegamos a veces estaba con el sol alto de la labor y teníamos equipo de béisbol, pero con bolas de hilo",veníamos llegamos veces sol alto labor equipo béisbol bolas hilo,230,1.0,Labor Experiences
"Pos allá, el hermano mayor también andaba acá, dijo: “¿Cómo me vas a dejar solo con la labor",pos allá hermano mayor andaba acá dijo cómo vas dejar solo labor,8,1.0,Labor Experiences
"Yo necesito que me ayudes también aquí, ayúdame hasta que ya la labor esté, que ya el maíz esté rendido y todo el… y entonces sí te dejo ir”",necesito ayudes aquí ayúdame labor maíz rendido entonces dejo ir,-1,0.0,Labor Experiences
BF:	Regábamos las labores para prepararlas pa sembrar el algodón,bf regábamos labores prepararlas pa sembrar algodón,7,0.9353870075766347,Labor Experiences
"“Mijo, te las voy a dejar a ti y te voy a dejar la labor”",mijo voy dejar voy dejar labor,0,1.0,Labor Experiences
"Dije: “Mejor me voy de bracero, entrego la labor, vendo el esprés, las mulas y le traigo el dinero a mi papá”",dije mejor voy bracero entrego labor vendo esprés mulas traigo dinero papá,3,1.0,Labor Experiences
"RP:	Ándele sí, es que los años de antes, no crea que ya cuando estaba uno chico dirían: “Éste está bueno pa, ya éste está bueno pal azadón, pal, en la labor”",rp ándele años crea chico dirían éste bueno pa éste bueno pal azadón pal labor,-1,0.0,Labor Experiences
"Anduvimos piscando un maíz amarillo, la mejor creo grande también, acá en la labor",anduvimos piscando maíz amarillo mejor creo grande acá labor,44,0.7677062562632796,Labor Experiences
"Pero no me fue posible seguir estudiando, entonces me puse a ayudarle a mi papá en la labor, en Julimes y pos era muy precaria la vida ahí, de extremas pobrezas, y decidí venirme a Ciudad Juárez a la edad de catorce años",posible seguir estudiando entonces puse ayudarle papá labor julimes pos precaria vida ahí extremas pobrezas decidí venirme ciudad juárez edad catorce años,-1,0.0,Labor Experiences
"Nunca, pero había, siento que había mucha necesidad de empleos, o mejor dicho, de gente para trabajar en la labor",nunca siento mucha necesidad empleos mejor dicho gente trabajar labor,0,1.0,Labor Experiences
"Department of Labor, at the bracero reception center, also known as Rio Vista",department labor bracero reception center also known rio vista,61,1.0,Labor Experiences
"Department of Labor, and way back then, it was Amen Wardy",department labor way back amen wardy,0,1.0,Labor Experiences
RC:	How long would the bracero stay at Rio Vista before he was transported out to a job,rc long would bracero stay rio vista transported job,61,1.0,Labor Experiences
"Once they were selected, then they would go through the transportation department of the Department of Labor, which is the department for whom I worked, and there at the bracero reception center, they were loaded onto buses or trucks, some of them were cattle trucks, some of them were sixteen-wheelers, eighteen-wheelers, buses, pick-ups",selected would go transportation department department labor department worked bracero reception center loaded onto buses trucks cattle trucks sixteenwheelers eighteenwheelers buses pickups,66,0.19060551498695572,Labor Experiences
"Normally, within three and a half days all one thousand or sixteen hundred braceros would be gone, which means that by that time another load of braceros would be coming in [the others would be gone], which was my job to go pick ‘em up and send ‘em to the bracero reception center",normally within three half days one thousand sixteen hundred braceros would gone means time another load braceros would coming others would gone job go pick em send em bracero reception center,123,0.2769243497814024,Labor Experiences
"’  Tell him, ‘yes,’ even if you’ve never picked it before, you can learn how to pick cotton in fifteen minutes",tell yes even youve never picked learn pick cotton fifteen minutes,7,0.8408997050714024,Labor Experiences
"So, just tell them, no matter what kind of a job you’re gonna do, whether it’s melon picking, watermelon, cherries, strawberries, cotton, corn, whatever, just tell them yeah, you can learn it in five minutes",tell matter kind job youre gonna whether melon picking watermelon cherries strawberries cotton corn whatever tell yeah learn five minutes,120,0.6415302067211608,Labor Experiences
"All this time, for two and a half years, almost three years, I had plans to go to college, I wanted to go to college, get a degree, and get a super job, and I had kept postponing it",time two half years almost three years plans go college wanted go college get degree get super job kept postponing,-1,0.0,Labor Experiences
"”  And that’s how I was transferred to the night crew, which means that I worked from 3:30 in the afternoon to midnight",thats transferred night crew means worked 330 afternoon midnight,75,0.6974683976085706,Labor Experiences
"There was another guard that would relieve me at midnight, who worked from midnight to six in the morning",another guard would relieve midnight worked midnight six morning,49,1.0,Labor Experiences
"My job then was to feed them, keep order in the chow line, and make sure that each one of them were fed properly",job feed keep order chow line make sure one fed properly,-1,0.0,Labor Experiences
"I would sleep for about three hours, get up, take a shower, eat breakfast, and go to college",would sleep three hours get take shower eat breakfast go college,328,0.7463715134124786,Labor Experiences
"And needless to say, there was a lot of turnover, because the jobs didn’t pay very well",needless say lot turnover jobs didnt pay well,473,1.0,Labor Experiences
"The gringo farmers, and some of them were Mexican Americans, most of the them were gringo farmers, could relate to them only to the extent that they needed them, and they would try to accommodate them to extent that they would do the job, because they needed them",gringo farmers mexican americans gringo farmers could relate extent needed would try accommodate extent would job needed,299,0.45428656824685576,Labor Experiences
"Some would even go to Colorado and Nebraska and Wyoming and do ranch work, Colorado to do beets and Arkansas and Louisiana",would even go colorado nebraska wyoming ranch work colorado beets arkansas louisiana,1,1.0,Labor Experiences
"And then some of them that were expertly in picking cotton or picking cantaloupe would want to go to Pecos, because you earn a lot more money over there",expertly picking cotton picking cantaloupe would want go pecos earn lot money,7,0.6099527123077977,Labor Experiences
RC:	Did you ever witness any results of accidents on the job or did you ever hear [of any],rc ever witness results accidents job ever hear,288,1.0,Labor Experiences
"I never saw anybody return home or return to the bracero center by ambulance, obviously because then that was not our job",never saw anybody return home return bracero center ambulance obviously job,-1,0.0,Labor Experiences
"I have a friend, Lopez, who I’m gonna contact, if you haven’t contacted him, and he worked for U",friend lopez im gonna contact havent contacted worked u,22,0.843959996054642,Labor Experiences
"Way back then they were needed, because they were not sufficient or at least it was proven to the satisfaction of the government they were not sufficient, the laborers in the United States to do the job",way back needed sufficient least proven satisfaction government sufficient laborers united states job,94,0.1408206694957887,Labor Experiences
"To begin with, way back then, they, the braceros, were chopping cotton, picking cotton",begin way back braceros chopping cotton picking cotton,7,0.8729826305667087,Labor Experiences
"Way back then, a farmer would require, depending on the size of his farm, anywhere between twenty-five to a hundred and fifty, two hundred braceros to pick the cotton",way back farmer would require depending size farm anywhere twentyfive hundred fifty two hundred braceros pick cotton,-1,0.0,Labor Experiences
"Limón farms, which had about fifteen hundred acres, which I measured later on in life as an employee of the Agriculture Extension Service and Conservation Service, had about fourteen, fifteen acres in cultivation in alfalfa and cotton, milo",limón farms fifteen hundred acres measured later life employee agriculture extension service conservation service fourteen fifteen acres cultivation alfalfa cotton milo,-1,0.0,Labor Experiences
They would utilize two or three hundred braceros to pick that cotton,would utilize two three hundred braceros pick cotton,7,0.7432439606694269,Labor Experiences
"Right now, they use four or five cotton-picking machines",right use four five cottonpicking machines,111,1.0,Labor Experiences
"So, as far as picking cotton, the braceros, there’s no need for ‘em, picking onions, there’s no need for ‘em, it’s all done by machinery, bailing hay, there’s no need for them",far picking cotton braceros theres need em picking onions theres need em done machinery bailing theres need,-1,0.0,Labor Experiences
"So, the modern inventions have eliminated millions and millions of menial jobs, of labor jobs",modern inventions eliminated millions millions menial jobs labor jobs,11,0.8549380412938247,Labor Experiences
"2do:	O sea trabajábamos, tábanos en las labores, onde estaba el trabajo ahí porque…  MP:	O sea que, ahí todo el tiempo se la pasaban…  TZ:	¡Sí",2do trabajábamos tábanos labores onde trabajo ahí mp ahí tiempo pasaban tz,-1,0.0,Labor Experiences
"CS:	De enero a mayo era cuando se venía el trabajo de la labor, entonces lo dejaba lo de la construcción",cs enero mayo venía trabajo labor entonces dejaba construcción,52,0.5106004353710304,Labor Experiences
"Pos está duro y luego chavalo de quince años, dieciséis, porque sí es duro el trabajo de la labor",pos duro luego chavalo quince años dieciséis duro trabajo labor,-1,0.0,Labor Experiences
"Army to Europe, and later I worked in Naples, Italy, also",army europe later worked naples italy also,104,0.3611828476425163,Labor Experiences
"CB:	That was my first job in 1953, my first civil service job",cb first job 1953 first civil service job,18,1.0,Labor Experiences
"[The job] was asking [questions] and filling out an application for the braceros, for the workers",job asking questions filling application braceros workers,-1,0.0,Labor Experiences
"FC:	How many years did you work for the—  CB:	I worked two years at Rio Vista, and the following year I worked half a year at the bridge—uh—the Santa Fe Bridge",fc many years work cb worked two years rio vista following year worked half year bridgeuhthe santa fe bridge,-1,0.0,Labor Experiences
"CB:	I don’t know if they hired students or if they hired other individuals that worked, that could work all year",cb dont know hired students hired individuals worked could work year,-1,0.0,Labor Experiences
FC:	The Rio Vista Farm facilities were open twenty-four hours a day,fc rio vista farm facilities open twentyfour hours day,61,1.0,Labor Experiences
"CB:	Uh, no—but this looks like, it is either this building or this building—  FC:	Either twenty-two or—  CB:	They were large buildings and—  FC:	The one that you worked at—  CB:	I think it might have been this one",cb uh nobut looks like either building building fc either twentytwo cb large buildings fc one worked cb think might one,391,1.0,Labor Experiences
"FC:	During the entire process—(both talking at once)  CB:	Not eight hours a day, but they were walking around the complex",fc entire processboth talking cb eight hours day walking around complex,81,0.3096861688278426,Labor Experiences
FC:	It depended—  CB:	I think it really depended on where they went [and] what crops they were going to work in,fc depended cb think really depended went crops going work,1,1.0,Labor Experiences
(laughs)  FC:	Where did you live while you worked at the reception center,laughs fc live worked reception center,74,1.0,Labor Experiences
I would get a ride sometimes with some of the other girls that worked there,would get ride sometimes girls worked,67,0.4865785675997491,Labor Experiences
"FC:	Besides the paperwork you did, what other tasks did you perform at the reception center",fc besides paperwork tasks perform reception center,74,1.0,Labor Experiences
"If they were laborers, and they worked their fields in Mexico, the weather doesn’t help anybody with their face",laborers worked fields mexico weather doesnt help anybody face,-1,0.0,Labor Experiences
"Maybe to curb some of the illegal immigrants that we know come here to work, maybe not in the fields, but they come here to do other types of work",maybe curb illegal immigrants know come work maybe fields come types work,-1,0.0,Labor Experiences
"However, if our American citizens don’t educate themselves and don’t make it a point to get skilled in jobs that pay better, then there should be no complaint",however american citizens dont educate dont make point get skilled jobs pay better complaint,-1,0.0,Labor Experiences
FC:	Is there anything else that you would like to add about the time that you worked at the Rio Vista Farm,fc anything else would like add time worked rio vista farm,61,1.0,Labor Experiences
"DH:	At that time, when I was growing up, the main crop was cotton and alfalfa",dh time growing main crop cotton alfalfa,7,0.8248909974646588,Labor Experiences
"At that time, you could make a real good living on farming, the costs were low, the price of crops were almost the same as they are now",time could make real good living farming costs low price crops almost,1,1.0,Labor Experiences
"They claim that that’s where the good cotton pickers came from, cotton growing area over there",claim thats good cotton pickers came cotton growing area,7,0.7885986117865974,Labor Experiences
"But that’s where those cotton pickers, there were many of them that would pick five hundred pounds a day, three of ‘em could pick a bale easy",thats cotton pickers many would pick five hundred pounds day three em could pick bale easy,7,0.610632971441845,Labor Experiences
"DH: 	Oh yeah, the average cotton picker would pick around two hundred pounds",dh oh yeah average cotton picker would pick around two hundred pounds,7,0.47823589886893114,Labor Experiences
"BM:	Now during the entire time that you used braceros, was that primarily what you grew or did you add other crops later on",bm entire time used braceros primarily grew add crops later,1,0.43629195713969726,Labor Experiences
"BM:	So, the program was known, you said it was well advertised in this area, and that the braceros were hired for cotton picking, and there was not mechanized cotton picking at that time",bm program known said well advertised area braceros hired cotton picking mechanized cotton picking time,-1,0.0,Labor Experiences
"One of the farms that I bought had a house where the farmer used to live, he sold the farm, and the new owner never moved to the farm, so I bought the farm from him, and it still had the labor house there",one farms bought house farmer used live sold farm new owner never moved farm bought farm still labor house,1,0.48376032760953025,Labor Experiences
"DH:	Cotton picking usually started when we were handpicking, usually started at the very end of August or early September, and it would run into February of the following year",dh cotton picking usually started handpicking usually started end august early september would run february following year,-1,0.0,Labor Experiences
"Normally, I think that there was no, there was a termination date, but if you finished your cotton picking, you were all through, then the braceros were free to go back to Mexico",normally think termination date finished cotton picking braceros free go back mexico,118,0.4468302758993309,Labor Experiences
BM:	Did you ever keep them around to do things other than cotton picking,bm ever keep around things cotton picking,7,0.6754992853181888,Labor Experiences
BM:	Were there different tasks involved in the harvesting of cotton other than just picking it,bm different tasks involved harvesting cotton picking,-1,0.0,Labor Experiences
"At that time, I guess, when I started using braceros, I forget what the rate was, but it was something like eighty or ninety cents per a hundred pounds of cotton or something like that",time guess started using braceros forget rate something like eighty ninety cents per hundred pounds cotton something like,7,0.6187951581903389,Labor Experiences
"When they’re picking cotton, the only thing they could do was fall off the cotton trailer, but the trailer usually had sideboards on it",theyre picking cotton thing could fall cotton trailer trailer usually sideboards,7,0.47768423750286043,Labor Experiences
"Within six or seven hours, you go back and you’d catch a gopher",within six seven hours go back youd catch gopher,-1,0.0,Labor Experiences
BM:	It was mostly by the number of pounds of cotton picked that you paid,bm mostly number pounds cotton picked paid,7,0.6044232503066983,Labor Experiences
"DH:	When you hired them to do work other than cotton picking, then you had to pay them by the hour",dh hired work cotton picking pay hour,7,0.4691182768920805,Labor Experiences
"BM:	Did they kind of dictate then, to the farmers what had to be the—  DH:	The Department of Labor still does that",bm kind dictate farmers dh department labor still,1,1.0,Labor Experiences
"BM:	Yes, he was only labor director for a couple of years",bm yes labor director couple years,106,0.7482632760213213,Labor Experiences
Can you tell me what the typical day for them would be like during harvesting cotton season,tell typical day would like harvesting cotton season,7,0.8143630891979385,Labor Experiences
"DH:	Basically, they came over to earn money, basically, picking cotton",dh basically came earn money basically picking cotton,7,0.4621314195506489,Labor Experiences
"Most farmers only worked until noon on Saturdays, so that gave them another half a day",farmers worked noon saturdays gave another half day,-1,0.0,Labor Experiences
"DH:	Cotton picking is, if you didn’t have any dew on the cotton, they could start as early as they wanted to",dh cotton picking didnt dew cotton could start early wanted,7,0.5021341727795443,Labor Experiences
"We didn’t have a set time for them to start, but on a normal day, if there was no dew on the cotton or no moisture on the cotton, by eight o’clock they were out there picking cotton",didnt set time start normal day dew cotton moisture cotton eight oclock picking cotton,7,0.8773736296418767,Labor Experiences
BM:	What kind of tools did they use for picking cotton,bm kind tools use picking cotton,7,0.6372946076800701,Labor Experiences
"I went out there around 8:30 AM, and there were a few pickers out there, and I told them, “It’s just too cold to pick cotton today, so let’s just take the day off",went around 830 pickers told cold pick cotton today lets take day,7,0.401591677944683,Labor Experiences
"At noon, I drove to the farm, and there was one fellow picking cotton over there, in short sleeve shirt and everything, he was whistling and picking away",noon drove farm one fellow picking cotton short sleeve shirt everything whistling picking away,-1,0.0,Labor Experiences
"I stopped and walked into the fields to tell him, “Hey, I told the other people that we were gonna take the day off",stopped walked fields tell hey told people gonna take day,6,1.0,Labor Experiences
"He was used to that, and he kept picking cotton, by next morning, he had three sacks full, right away",used kept picking cotton next morning three sacks full right away,7,0.8965110220730637,Labor Experiences
(laughs)  BM:	Did they have big bags for picking the cotton,laughs bm big bags picking cotton,7,0.5759379955144095,Labor Experiences
"BM:	That would hold a lot of cotton, I guess",bm would hold lot cotton guess,7,0.42673686277211736,Labor Experiences
"I don’t know what you were going to tell me about—  DH:	Well, we traded labor",dont know going tell dh well traded labor,-1,0.0,Labor Experiences
"DH:	Yeah, I did, like I told you before, I did hire the person to do the weighing of the cotton when we were picking cotton, to keep track of the pound for each employee",dh yeah like told hire person weighing cotton picking cotton keep track pound employee,7,0.5851109352714543,Labor Experiences
"I furnished what I was supposed to furnish for them, like the house and utilities and all that, that was my main obligation, and, of course, providing them a job, that’s a must, they came over to do some work, that was the purpose of the program",furnished supposed furnish like house utilities main obligation course providing job thats must came work purpose program,-1,0.0,Labor Experiences
BM:	Did they ever stage any strikes or labor protests in your area,bm ever stage strikes labor protests area,273,1.0,Labor Experiences
"DH:	I don’t know if we can make a good comparison then, because labor was scarce at that time for farms",dh dont know make good comparison labor scarce time farms,1,1.0,Labor Experiences
"And for cotton picking, it required a lot of labor for a short period of time",cotton picking required lot labor short period time,7,0.6101965278113404,Labor Experiences
"BM:	Was it that the local people did not want to work seasonally or—  DH:	A lot of them already had their jobs lined up, some of them in construction, some of them in sales and whatnot",bm local people want work seasonally dh lot already jobs lined construction sales whatnot,-1,0.0,Labor Experiences
"It was a short duration, but we needed the labor to get our crops out",short duration needed labor get crops,1,0.4052347093206863,Labor Experiences
"Now, they have perfected the cotton pickers where they do a real good job",perfected cotton pickers real good job,7,0.7719259261278779,Labor Experiences
"When they started out, it was a big machine that picked the cotton real crashy, and it knocked a lot of cotton to the ground, which is unretrievable, and we lost that cotton",started big machine picked cotton real crashy knocked lot cotton ground unretrievable lost cotton,-1,0.0,Labor Experiences
"DH: 	At this point, I don’t think so, not for cotton anyway",dh point dont think cotton anyway,7,1.0,Labor Experiences
"The cotton, there is no way you could pick it the way the cotton picker does, in volume",cotton way could pick way cotton picker volume,7,0.511192090998862,Labor Experiences
"BM:	So, it has improved to the point where it’s more efficient than hand labor",bm improved point efficient hand labor,-1,0.0,Labor Experiences
One cotton picker can pick what sixty or eighty braceros could pick in one day,one cotton picker pick sixty eighty braceros could pick one day,7,0.4503649098027069,Labor Experiences
"So, you get your crops out a lot faster, preventing the exposure to weather elements and everything else on the farm",get crops lot faster preventing exposure weather elements everything else farm,1,0.5909399926094931,Labor Experiences
"I was involved in growing vegetables, I grew onions, lettuce, spinach, which at that time required a lot of hand labor, some of that labor still needs to be done by hand",involved growing vegetables grew onions lettuce spinach time required lot hand labor labor still needs done hand,-1,0.0,Labor Experiences
"I’d do the ground preparation, the planting, and everything, but once the lettuce started growing, that all had to be thinned out by hand labor, there’s no machine that could do that",id ground preparation planting everything lettuce started growing thinned hand labor theres machine could,-1,0.0,Labor Experiences
"BM:	So, we are still using farm laborers from Mexico, but under other circumstances",bm still using farm laborers mexico circumstances,-1,0.0,Labor Experiences
"I think in Florida, and other states, they still bring in labor from South America to harvest the apple crop or cherry crop or whatever",think florida states still bring labor south america harvest apple crop cherry crop whatever,-1,0.0,Labor Experiences
"DH:	I don’t think there’s much of a possibility of it being reinstated, because the labor unions will fight it",dh dont think theres much possibility reinstated labor unions fight,-1,0.0,Labor Experiences
They feel that bringing in foreign labor is going to take jobs from the American people,feel bringing foreign labor going take jobs american people,30,0.273715988525625,Labor Experiences
"If you gave it a little more time, they’ll probably have a chile picker that’ll work as good as a cotton picker does for picking cotton",gave little time theyll probably chile picker thatll work good cotton picker picking cotton,7,0.7247193727626011,Labor Experiences
"Right now, they seem to get by with bringing in labor for chile picking from Juárez",right seem get bringing labor chile picking juárez,-1,0.0,Labor Experiences
The chile industry is kind of hurting for labor right now,chile industry kind hurting labor right,-1,0.0,Labor Experiences
"DT:	Ah, no, pues que los felicito por esta labor que están haciendo, es muy bonito este, qué bueno que lo graban, eso que estamos diciendo",dt ah pues felicito labor haciendo bonito bueno graban diciendo,-1,0.0,Labor Experiences
"He took a liking to my dad, and they worked with him for months while they were constructing the store",took liking dad worked months constructing store,3,1.0,Labor Experiences
"He offered him the job of senior clerk, and later dad became manager of the store for the Silverman’s",offered job senior clerk later dad became manager store silvermans,3,1.0,Labor Experiences
"They also had an oil mill, a cottonseed plant, and of course, the gin",also oil mill cottonseed plant course gin,7,0.6749655751114256,Labor Experiences
"RB:	Especially, I would assume, in the fall when all the cotton was being [harvested]",rb especially would assume fall cotton harvested,7,0.8112746420901966,Labor Experiences
