Original Sentence,Cleaned Sentence,Predefined Topic,BERTopic Topic,Topic Probability
"MP:	Oiga, ya para terminar la entrevista, quisiera que me dijera algo, no sé, su punto de vista, su opinión acerca del Programa Bracero, ¿fue bueno, fue malo o qué no le gustó",mp oiga terminar entrevista quisiera dijera sé punto vista opinión acerca programa bracero bueno malo gustó,Migration Motivation / Motivación para migrar,146,0.8156423763157458
"MP:	Cuénteme del Programa Bracero, ¿cómo se dio cuenta del programa, dónde andaba",mp cuénteme programa bracero cómo dio cuenta programa dónde andaba,Migration Motivation / Motivación para migrar,37,1.0
"Y fue el contrato por tres meses, fueron los que duré allá al otro lado nomás",contrato tres meses duré allá lado nomás,Migration Motivation / Motivación para migrar,238,1.0
"No, me tocó buena suerte y yo pensaba quedarme en Estados Unidos pero, hasta le dije al americano, le dije: “Sabe que yo quiero, pues quedarme aquí, acabándose mi contrato yo quiero quedarme aquí”",tocó buena suerte pensaba quedarme unidos dije americano dije sabe quiero pues quedarme aquí acabándose contrato quiero quedarme aquí,Migration Motivation / Motivación para migrar,18,0.078328175460837
"Y al tiempo de que se venció el contrato y todo, pues ya no me pude quedar porque no aceptó quedarse a nadien, todos pa fuera",tiempo venció contrato pues pude quedar aceptó quedarse nadien pa,Migration Motivation / Motivación para migrar,4,1.0
"(risas) Pos ya después se hizo compadre, porque no le pudo ganar",risas pos después hizo compadre pudo ganar,Migration Motivation / Motivación para migrar,11,0.8199702605078211
"MP:	Oiga y ya cuando terminó su contrato que se regresó acá a México, ¿no fue difícil encontrar trabajo otra vez",mp oiga terminó contrato regresó acá méxico difícil encontrar trabajo vez,Migration Motivation / Motivación para migrar,111,0.3657728578302984
MP:	Quisiera que me dijera qué le pareció el Programa Bracero,mp quisiera dijera pareció programa bracero,Migration Motivation / Motivación para migrar,37,0.7676806399642414
"MP:	Cuénteme, ¿cómo se dio cuenta del Programa Bracero",mp cuénteme cómo dio cuenta programa bracero,Migration Motivation / Motivación para migrar,37,1.0
"FM:	Sí, pos nomás aguanté nomás por el deste… Pos no estaba muy a gusto, nomás por cumplir el contrato para que me dieran la mica",fm pos nomás aguanté nomás deste pos gusto nomás cumplir contrato dieran mica,Migration Motivation / Motivación para migrar,4,1.0
"MP:	O sea que cada vez que usted estaba…  FM:	Cada vez que entraba contratado, ya cumplido mi contrato me daban una mica",mp cada vez usted fm cada vez entraba contratado cumplido contrato daban mica,Migration Motivation / Motivación para migrar,4,1.0
"Tenía un contrato de Denver y al último yo creo que lo quemaron, entre los papeles tenía un contrato de Fort Calis [Fort Collins], porque era el contrato de cuarenta y cinco días",contrato denver último creo quemaron papeles contrato fort calis fort collins contrato cuarenta cinco días,Migration Motivation / Motivación para migrar,155,0.5191693109148127
"MP:	Libres, sin temor de que La Migra lo llegara a parar y…  FM:	Sí, pa que no lo molestaran a uno La Migración",mp libres temor migra llegara parar fm pa molestaran migración,Migration Motivation / Motivación para migrar,30,1.0
Yo muchas veces ni la usaba y nunca me molestó La Migración,muchas veces usaba nunca molestó migración,Migration Motivation / Motivación para migrar,30,1.0
Entonces fue y llegó La Inmigración en ese rato y lo sacó pa fuera,entonces llegó inmigración rato sacó pa,Migration Motivation / Motivación para migrar,30,1.0
"Entonces le dije yo al Sheriff, al inmigrante, entonces fui y le dije yo al compañero otra vez: “Présteme el pasaporte del deste compañero, porque se lo está pidiendo el de Inmigración”, le dije, y no, no hallaba qué decirle",entonces dije sheriff inmigrante entonces dije compañero vez présteme pasaporte deste compañero pidiendo inmigración dije hallaba decirle,Migration Motivation / Motivación para migrar,-1,0.0
"Después sí ya, no, pos le escribía uno a la señora, pero no venía hasta que no se cumpliera el contrato",después pos escribía señora venía cumpliera contrato,Migration Motivation / Motivación para migrar,4,1.0
"Ahora que he andado así con permiso, he estado así en alguna reunión de así las, como en las fiestas del carnaval o algo y he estado así junto en La Inmigración y nunca me ha dicho nada, nunca",ahora andado así permiso así alguna reunión así fiestas carnaval así junto inmigración nunca dicho nunca,Migration Motivation / Motivación para migrar,30,1.0
"MP:	Dígame, este, su opinión acerca de todo lo que fue el Programa Bracero, ¿cuál es su opinión",mp dígame opinión acerca programa bracero cuál opinión,Migration Motivation / Motivación para migrar,37,1.0
"Y aquí me contraté en Chihuahua, pero fuimos a firmar el contrato hasta Querétaro, la segunda quincena de abril de 1945",aquí contraté chihuahua firmar contrato querétaro segunda quincena abril 1945,Migration Motivation / Motivación para migrar,15,0.8089750883975115
"Ahí lo hacían firmar otro contrato por seis meses, entonces yo me quedé",ahí hacían firmar contrato seis meses entonces quedé,Migration Motivation / Motivación para migrar,56,1.0
"Y en todos los seis meses, entonces me hice acreedor a ser seleccionado a que doblara contrato",seis meses entonces hice acreedor ser seleccionado doblara contrato,Migration Motivation / Motivación para migrar,56,0.8992515643209312
"AQ:	Bueno, cuando andábanos en los pueblos acá que le digo, antes de firmarles el segundo contrato, nos tocó las puras vías, andábanos, andaban metiendo, quitando las tallas y todo de la vía antigua, de la vieja, ¿no",aq bueno andábanos pueblos acá digo firmarles segundo contrato tocó puras vías andábanos andaban metiendo quitando tallas vía antigua vieja,Migration Motivation / Motivación para migrar,4,1.0
"AQ:	No, a nosotros nos pagaban un sueldo, no sé si estaría, nos rebajarían en el cheque que nos daba, o sería por la compañía, pero no me acuerdo qué…  MP:	Y en el contrato no se acuerda si decía algo así de que les iban a rebajar la comida o por ejemplo el servicio médico",aq pagaban sueldo sé si rebajarían cheque daba compañía acuerdo mp contrato acuerda si decía así iban rebajar comida ejemplo servicio médico,Migration Motivation / Motivación para migrar,4,1.0
"AQ:	No, a nosotros por ejemplo, como le digo que fuimos a firmar el contrato a Querétaro",aq ejemplo digo firmar contrato querétaro,Migration Motivation / Motivación para migrar,4,1.0
", estaba un señor bigotón grandote que era el jefe de Migración y le dice: “A ver, ¿cuántos años tienes tú",señor bigotón grandote jefe migración dice ver cuántos años,Migration Motivation / Motivación para migrar,30,0.8538211748576434
"MP:	Bastante, y cuénteme, ¿cómo se dio cuenta del Programa Bracero",mp bastante cuénteme cómo dio cuenta programa bracero,Migration Motivation / Motivación para migrar,37,1.0
"Ya de ahí salíamos contratados, ya ahí nos daban un contrato y salíamos a la parte donde íbamos a ir",ahí salíamos contratados ahí daban contrato salíamos parte íbamos ir,Migration Motivation / Motivación para migrar,4,1.0
"GB:	No renovaba, cumplía el contrato, me venía y después volvía otra vez a entrar",gb renovaba cumplía contrato venía después volvía vez entrar,Migration Motivation / Motivación para migrar,4,1.0
"MP:	O sea que, ¿nunca se quedó con un ranchero, por decir, dos, tres contratos renovados",mp nunca quedó ranchero decir dos tres contratos renovados,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Y ahí, ¿nunca algún ranchero le dijo que si se quería quedar con él, que renovar, renovando contratos o usted nada más…",mp ahí nunca algún ranchero dijo si quería quedar renovar renovando contratos usted,Migration Motivation / Motivación para migrar,4,1.0
"GB:	Fueron, también fueron como unos cuarenta y cinco días, me parece, de contrato ahí",gb cuarenta cinco días parece contrato ahí,Migration Motivation / Motivación para migrar,-1,0.0
"MP:	Y cuénteme, ¿cómo se dio cuenta usted del Programa Bracero",mp cuénteme cómo dio cuenta usted programa bracero,Migration Motivation / Motivación para migrar,37,1.0
"Ahí nos retrataban, ahí nos examinaban, nos sacaban sangre y luego al último ya había oficinas onde nos hacían el contrato para firmarlo",ahí retrataban ahí examinaban sacaban sangre luego último oficinas onde hacían contrato firmarlo,Migration Motivation / Motivación para migrar,85,0.16165199593698795
"Nomás que, pos yo contrato no tengo porque me los, llego el río, el arroyo una vez me sacó todo el arroyo este, se llevó todos los contratos que había",nomás pos contrato llego río arroyo vez sacó arroyo llevó contratos,Migration Motivation / Motivación para migrar,4,1.0
"Cuando ya cumplía los tres meses quería uno quedarse, le renovaban el contrato por otros tres meses",cumplía tres meses quería quedarse renovaban contrato tres meses,Migration Motivation / Motivación para migrar,238,1.0
", ya perdían la…  EG:	Sí, por ejemplo, ya llegábamos y se cumplía el contrato, nos lo checaban, nos lo quitaban la hoja de con, o del onde estaba el contrato ya cumplido",perdían eg ejemplo llegábamos cumplía contrato checaban quitaban hoja onde contrato cumplido,Migration Motivation / Motivación para migrar,4,1.0
"Llegaban, la recogían y nos volvíamos a ir y nos hacían otro contrato nuevo",llegaban recogían volvíamos ir hacían contrato nuevo,Migration Motivation / Motivación para migrar,4,1.0
"Ya sabíamos  que, que íbamos a firmar un contrato por tanto tiempo, por tres meses, cuarenta días, cuarenta y cinco días",sabíamos íbamos firmar contrato tiempo tres meses cuarenta días cuarenta cinco días,Migration Motivation / Motivación para migrar,155,0.6946837478717712
"Yo nunca salí corrido o que me… Y yo toda la vida que saqué de los contratos, los saqué bien",nunca salí corrido toda vida saqué contratos saqué bien,Migration Motivation / Motivación para migrar,4,0.956829411665295
"EG:	En el contrato a los tres meses no, hasta que se cumplían los tres meses",eg contrato tres meses cumplían tres meses,Migration Motivation / Motivación para migrar,238,0.7457142070934745
"O nos daban otro contrato de otros tres meses, entonces nos daban un permiso",daban contrato tres meses entonces daban permiso,Migration Motivation / Motivación para migrar,238,0.5400218214826609
"EG:	Nosotros firmamos el contrato allá y de ahí pa allá el que se enfermaba, ellos, yo veía que se lo llevaban",eg firmamos contrato allá ahí pa allá enfermaba veía llevaban,Migration Motivation / Motivación para migrar,4,1.0
"Pero ellos no nos dijeron a nosotros nada y luego como yo pos no sé leer, pos ni, ahí los contratos diría, ¿verdad",dijeron luego pos sé leer pos ahí contratos diría verdad,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Y, ¿usted notó alguna diferencia en cuanto a los contratos, al trato del personal de ahí, por ejemplo Río Vista y también de los rancheros, del tiempo que usted empezó a ir y del tiempo que ya dejó de ir",mp usted notó alguna diferencia cuanto contratos trato personal ahí ejemplo río vista rancheros tiempo usted empezó ir tiempo dejó ir,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Cuénteme del Programa Bracero, ¿cómo se dio cuenta del programa, dónde andaba",mp cuénteme programa bracero cómo dio cuenta programa dónde andaba,Migration Motivation / Motivación para migrar,37,1.0
"Y fue el contrato por tres meses, fueron los que duré allá al otro lado nomás",contrato tres meses duré allá lado nomás,Migration Motivation / Motivación para migrar,238,1.0
"No, me tocó buena suerte y yo pensaba quedarme en Estados Unidos pero, hasta le dije al americano, le dije: “Sabe que yo quiero, pues quedarme aquí, acabándose mi contrato yo quiero quedarme aquí”",tocó buena suerte pensaba quedarme unidos dije americano dije sabe quiero pues quedarme aquí acabándose contrato quiero quedarme aquí,Migration Motivation / Motivación para migrar,18,0.06081472920119911
"Y al tiempo de que se venció el contrato y todo, pues ya no me pude quedar porque no aceptó quedarse a nadien, todos pa fuera",tiempo venció contrato pues pude quedar aceptó quedarse nadien pa,Migration Motivation / Motivación para migrar,4,1.0
"(risas) Pos ya después se hizo compadre, porque no le pudo ganar",risas pos después hizo compadre pudo ganar,Migration Motivation / Motivación para migrar,11,1.0
"MP:	Oiga y ya cuando terminó su contrato que se regresó acá a México, ¿no fue difícil encontrar trabajo otra vez",mp oiga terminó contrato regresó acá méxico difícil encontrar trabajo vez,Migration Motivation / Motivación para migrar,111,0.41330618049058176
MP:	Quisiera que me dijera qué le pareció el Programa Bracero,mp quisiera dijera pareció programa bracero,Migration Motivation / Motivación para migrar,37,0.7728236681692885
MP:	¿Cómo se dio cuenta del Programa Bracero,mp cómo dio cuenta programa bracero,Migration Motivation / Motivación para migrar,37,1.0
"Iba uno una temporada y ya después ya, se venía uno con permiso o venía uno a, ya con el contrato ya cumplido",iba temporada después venía permiso venía contrato cumplido,Migration Motivation / Motivación para migrar,4,1.0
"Pasábamos hechos fila y entonces pasaba uno por emigración ahí y nomás va pasando y va pasando y así, nomás le veían a uno los papeles así",pasábamos hechos fila entonces pasaba emigración ahí nomás va pasando va pasando así nomás veían papeles así,Migration Motivation / Motivación para migrar,30,0.4778300685881285
"Ya después cuando agarraba uno dinero, que ya esta uno trabajando y que ya se iba a venir, si quería llegaba ahí, a que le cancelara el contrato y le dieran el boleto para venirse",después agarraba dinero trabajando iba venir si quería llegaba ahí cancelara contrato dieran boleto venirse,Migration Motivation / Motivación para migrar,4,1.0
"Y si no, pues se venía así sin cancelar el contrato y sin boleto, tenía uno mismo que pagar",si pues venía así cancelar contrato boleto mismo pagar,Migration Motivation / Motivación para migrar,4,1.0
"MP:	¿Usted tuvo chanza de saber qué era el contrato, qué cláusulas estaban en el contrato",mp usted chanza saber contrato cláusulas contrato,Migration Motivation / Motivación para migrar,4,1.0
"FG:	Nos daban un contrato como un montón de hojas como periódico, grapadas así",fg daban contrato montón hojas periódico grapadas así,Migration Motivation / Motivación para migrar,4,0.9753664655055504
"MP:	 Y por ejemplo al momento de firmar el contrato, si usted tenía alguna pregunta o algo, ¿sí había gente ahí que los ayudara",mp ejemplo momento firmar contrato si usted alguna pregunta gente ahí ayudara,Migration Motivation / Motivación para migrar,4,1.0
"Sí, pos uno lo que quería era trabajar y ya sabía uno más o menos lo que, cómo estaba el contrato con las personas que ya habían ido, que le platicaban a uno, sí",pos quería trabajar sabía menos cómo contrato personas ido platicaban,Migration Motivation / Motivación para migrar,-1,0.0
"MP:	Entonces usted… O sea, porque mucha gente nada más firmaba el contrato, pero sin darse cuenta de lo que estaba firmando, ¿entonces usted sí se dio…",mp entonces usted mucha gente firmaba contrato darse cuenta firmando entonces usted dio,Migration Motivation / Motivación para migrar,4,1.0
"Y si se portó mal y no cumplió con los derechos del contrato, entonces sí podían sancionarlo a él",si portó mal cumplió derechos contrato entonces podían sancionarlo,Migration Motivation / Motivación para migrar,4,0.961677014104255
"FG:	Pues el tiempo se lo daba uno mismo, porque eso es a contrato",fg pues tiempo daba mismo contrato,Migration Motivation / Motivación para migrar,4,1.0
"Por ejemplo se cumplia el contrato y entonces nos quedamos, nos renovó el contrato para que siguiéramos todo el año y por conocido, algo así",ejemplo cumplia contrato entonces quedamos renovó contrato siguiéramos año conocido así,Migration Motivation / Motivación para migrar,4,1.0
"FG:	No, no, el contrato era por tres meses y luego renovaba uno y luego le renovaban el contrato por todo el año, así",fg contrato tres meses luego renovaba luego renovaban contrato año así,Migration Motivation / Motivación para migrar,238,0.7245066884401717
"Me parece que era dieciocho meses lo que alcanzaba un contrato, así renovándolo",parece dieciocho meses alcanzaba contrato así renovándolo,Migration Motivation / Motivación para migrar,166,1.0
"Y los que iban por allá a otros estados según el, según el trabajo que fuera, unos se iban al elote a todas esas cosas, esos llevaban contratos de cuarenta días, de cuarenta y cinco días, algo así",iban allá según según trabajo iban elote todas cosas llevaban contratos cuarenta días cuarenta cinco días así,Migration Motivation / Motivación para migrar,155,1.0
"FG:	Venía, ahora verá, cuando me renovaron el contrato como a los cuatro meses",fg venía ahora verá renovaron contrato cuatro meses,Migration Motivation / Motivación para migrar,-1,0.0
"Después de que ya me vine yo, dejó el rancho y él andaba en La Migración",después vine dejó rancho andaba migración,Migration Motivation / Motivación para migrar,30,0.5160130735024846
"MP:	Y cuénteme, ¿ustedes no, nunca tuvieron problemas en cuanto, con La Migración de que estuviera ahí mucho tiempo dándoles vueltas, checándolos o algo",mp cuénteme ustedes nunca problemas cuanto migración ahí tiempo dándoles vueltas checándolos,Migration Motivation / Motivación para migrar,30,1.0
"Y trabajó ahí como una semana o dos y llegó La Migración, luego luego se dio cuenta yo creo La Migración, llegaron por él",trabajó ahí semana dos llegó migración luego luego dio cuenta creo migración llegaron,Migration Motivation / Motivación para migrar,249,0.6619367467962693
"No luego luego, nomás vio La Migración y él mismo se vino, ni para qué correr",luego luego nomás vio migración mismo vino correr,Migration Motivation / Motivación para migrar,30,1.0
"(risas)  MP:	Cuénteme acerca de cuando usted tenía que renovar contratos y todo esto, ¿era otra vez todo el proceso",risas mp cuénteme acerca usted renovar contratos vez proceso,Migration Motivation / Motivación para migrar,4,1.0
"Renovar, si se quedaba uno a renovar el contrato, hasta el patrón le llevaba el contrato a La Migración",renovar si quedaba renovar contrato patrón llevaba contrato migración,Migration Motivation / Motivación para migrar,4,1.0
"Y al tiempo que ya iba a entregar el trabajador, entonces tenía que avisarle a aquel ranchero: “Ya lo voy a entregar, si quieres ve por él allá a La Migración”",tiempo iba entregar trabajador entonces avisarle aquel ranchero voy entregar si quieres allá migración,Migration Motivation / Motivación para migrar,-1,0.0
"Y en la otra vez que entré, me fui a Colorado y ya llegué a Lovington, ahí duré dos años, renovando los dos años, es que los contratos eran por tres meses nomás, nada más",vez entré colorado llegué lovington ahí duré dos años renovando dos años contratos tres meses nomás,Migration Motivation / Motivación para migrar,-1,0.0
Y renovar el contrato ahí en ese mismo rancho hasta que se le venciera,renovar contrato ahí mismo rancho venciera,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Bastante, y cuénteme, ¿cómo se dio cuenta del Programa Bracero",mp bastante cuénteme cómo dio cuenta programa bracero,Migration Motivation / Motivación para migrar,37,1.0
"Ya de ahí salíamos contratados, ya ahí nos daban un contrato y salíamos a la parte donde íbamos a ir",ahí salíamos contratados ahí daban contrato salíamos parte íbamos ir,Migration Motivation / Motivación para migrar,4,1.0
"GB:	No renovaba, cumplía el contrato, me venía y después volvía otra vez a entrar",gb renovaba cumplía contrato venía después volvía vez entrar,Migration Motivation / Motivación para migrar,4,1.0
"MP:	O sea que, ¿nunca se quedó con un ranchero, por decir, dos, tres contratos renovados",mp nunca quedó ranchero decir dos tres contratos renovados,Migration Motivation / Motivación para migrar,4,0.7992463990446106
"MP:	Y ahí, ¿nunca algún ranchero le dijo que si se quería quedar con él, que renovar, renovando contratos o usted nada más…",mp ahí nunca algún ranchero dijo si quería quedar renovar renovando contratos usted,Migration Motivation / Motivación para migrar,4,1.0
"GB:	Fueron, también fueron como unos cuarenta y cinco días, me parece, de contrato ahí",gb cuarenta cinco días parece contrato ahí,Migration Motivation / Motivación para migrar,-1,0.0
"MP:	¿Cómo se dio cuenta del Programa Bracero, que la gente se estaba yendo a trabajar allá a los Estados Unidos",mp cómo dio cuenta programa bracero gente yendo trabajar allá unidos,Migration Motivation / Motivación para migrar,37,0.6440784534927596
"No, yo creo que era algún contrato que tenían y se acabó y pos ya no, estos Gobiernos ya no se apuran por eso",creo algún contrato acabó pos gobiernos apuran,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Y ahí en Río Vista, ¿cómo era el proceso de que los checaban o de que llenar los contratos o cómo…",mp ahí río vista cómo proceso checaban llenar contratos cómo,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Y cuando, antes de firmar el contrato, ¿sí les decían lo que decía el contrato de cuántas horas iban a trabajar, en dónde era",mp firmar contrato decían decía contrato cuántas horas iban trabajar dónde,Migration Motivation / Motivación para migrar,4,0.953568698166922
O sea que eran los contratos de un mes y medio y yo renové y seguí hasta que se cumplieron los tres meses,contratos mes medio renové seguí cumplieron tres meses,Migration Motivation / Motivación para migrar,238,1.0
"MP:	Y ahí cuando tuvo que renovar el contrato, ¿no tuvo que ir a Río Vista otra vez o a alguna oficina a renovarlo",mp ahí renovar contrato ir río vista vez alguna oficina renovarlo,Migration Motivation / Motivación para migrar,4,0.7905276822617683
Nomás que a los quince días acabó él y ya nos pasó con ése otro amigo de él y ahí fue cuando cumplimos el segundo contrato,nomás quince días acabó pasó ése amigo ahí cumplimos segundo contrato,Migration Motivation / Motivación para migrar,-1,0.0
"MP:	Y su opinión acerca del Programa Bracero, ¿sí fue bueno, fue más o menos",mp opinión acerca programa bracero bueno menos,Migration Motivation / Motivación para migrar,37,1.0
Cuénteme cómo se dio cuenta del Programa Bracero,cuénteme cómo dio cuenta programa bracero,Migration Motivation / Motivación para migrar,37,1.0
"MP:	Y cada vez que usted se movía a un estado, ¿tenía que hacer un contrato nuevo",mp cada vez usted movía hacer contrato nuevo,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Y cada vez que renovaba el contrato, ¿le tenían que hacer los exámenes de sangre",mp cada vez renovaba contrato hacer exámenes sangre,Migration Motivation / Motivación para migrar,85,0.12498495833558912
"IN:	No, no, no, ahí nomás iba uno y si quería uno quedarse, renovaba uno el contrato y…  IN:	Se iba uno pa otra parte, lo cambiaban o con el mismo patrón",ahí nomás iba si quería quedarse renovaba contrato iba pa parte cambiaban mismo patrón,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Y luego, ¿no tuvieron ningún problema en cuanto a que La Migración los andaba cuidando o algo",mp luego ningún problema cuanto migración andaba cuidando,Migration Motivation / Motivación para migrar,30,0.9998861796307197
"MP:	Oiga y en cuanto a la, cuando firmaron el contrato, ¿a ustedes les estaban explicando de qué se trataba, de qué estaban firmando",mp oiga cuanto firmaron contrato ustedes explicando trataba firmando,Migration Motivation / Motivación para migrar,4,1.0
"MP:	Y luego, ¿cómo se dio cuenta del Programa Bracero",mp luego cómo dio cuenta programa bracero,Migration Motivation / Motivación para migrar,37,0.8109559289800077
"JP:	Después de estar allí como un mes y medio aproximadamente, llegó La Inmigración un día allí en la mañana y había como unas ochenta gentes piscando algodón y todas corrieron allí y yo pos ni conocía La Inmigración, ni los demás compañeros, pos no corrimos",jp después allí mes medio aproximadamente llegó inmigración día allí mañana unas ochenta gentes piscando algodón todas corrieron allí pos conocía inmigración demás compañeros pos corrimos,Migration Motivation / Motivación para migrar,-1,0.0
"Y entonces: “No”, dijo, “es La Inmigración”, dijo, “posiblemente vengan por nosotros”, dijo, “porque no nos quieren dejar trabajar, no traemos permiso pa trabajar, nos van a regresar pa México, yo creo”",entonces dijo inmigración dijo posiblemente vengan dijo quieren dejar trabajar traemos permiso pa trabajar van regresar pa méxico creo,Migration Motivation / Motivación para migrar,-1,0.0
